Date,Open,High,Low,Settle,Change,Wave,Volume,Open Interest,EFP Volume,EFS Volume,Block Volume
2005-10-17,58.41,58.41,58.41,58.41,,,0.0,0.0,0.0,0.0,0.0
2005-10-18,56.15,56.15,56.15,56.15,-2.26,,0.0,0.0,0.0,0.0,0.0
2005-10-19,55.53,55.53,55.53,55.53,-0.62,,0.0,0.0,0.0,0.0,0.0
2005-10-20,54.94,54.94,54.94,54.94,-0.59,,0.0,0.0,0.0,0.0,0.0
2005-10-21,56.35,56.35,56.35,56.35,1.41,,0.0,0.0,0.0,0.0,0.0
2005-10-24,56.36,56.36,56.36,56.36,0.01,,0.0,0.0,0.0,0.0,0.0
2005-10-25,58.6,58.6,58.6,58.6,2.24,,0.0,0.0,0.0,0.0,0.0
2005-10-26,57.49,57.49,57.49,57.49,-1.11,,0.0,0.0,0.0,0.0,0.0
2005-10-27,57.79,57.79,57.79,57.79,0.3,,0.0,0.0,0.0,0.0,0.0
2005-10-28,57.6,57.6,57.6,57.6,-0.19,,0.0,0.0,0.0,0.0,0.0
2005-10-31,57.13,57.13,57.13,57.13,-0.47,,0.0,0.0,0.0,0.0,0.0
2005-11-01,57.61,57.61,57.61,57.61,0.48,,0.0,0.0,0.0,0.0,0.0
2005-11-02,57.93,57.93,57.93,57.93,0.32,,0.0,0.0,0.0,0.0,0.0
2005-11-03,59.57,59.57,59.57,59.57,1.64,,0.0,0.0,0.0,0.0,0.0
2005-11-04,58.68,58.68,58.68,58.68,-0.89,,0.0,0.0,0.0,0.0,0.0
2005-11-07,57.83,57.83,57.83,57.83,-0.85,,0.0,0.0,0.0,0.0,0.0
2005-11-08,57.93,57.93,57.93,57.93,0.1,,0.0,0.0,0.0,0.0,0.0
2005-11-09,57.09,57.09,57.09,57.09,-0.84,,0.0,0.0,0.0,0.0,0.0
2005-11-10,56.03,56.03,56.03,56.03,-1.06,,0.0,0.0,0.0,0.0,0.0
2005-11-11,55.95,55.95,55.95,55.95,-0.08,,0.0,0.0,0.0,0.0,0.0
2005-11-14,55.88,55.88,55.88,55.88,-0.07,,0.0,0.0,0.0,0.0,0.0
2005-11-15,55.71,55.71,55.71,55.71,-0.17,,0.0,0.0,0.0,0.0,0.0
2005-11-16,56.57,56.57,56.57,56.57,0.86,,0.0,0.0,0.0,0.0,0.0
2005-11-17,55.64,55.64,55.64,55.64,-0.93,,0.0,0.0,0.0,0.0,0.0
2005-11-18,55.99,55.99,55.99,55.99,0.35,,0.0,0.0,0.0,0.0,0.0
