118,,0
118,,0
121,,0
121,,0
122,,0
123,,0
123,,0
124,66.6,80
123,66.1,122
123,67.4,122
123,66.9,122
123,67.1,121
121,67.3,123
121,66.9,123
121,66.2,123
122,65.5,123
123,64.9,121
123,64.7,119
125,64.7,119
125,64.9,118
125,64.9,118
126,64.8,118
126,64.3,118
126,63.8,119
127,63,118
127,62.5,118
128,62.2,117
128,62.2,119
127,62,119
127,61.6,118
127,61.4,118
127,61.4,117
126,61.5,117
126,61.4,118
126,61.4,118
126,61.5,118
127,61.5,118
127,61.8,119
127,62.4,119
128,62.9,119
129,62.9,119
129,62.7,121
129,62.4,121
129,62,118
129,61.8,118
129,61.9,119
129,62.3,119
129,62.4,119
129,61.9,119
129,61.4,119
129,61.3,120
129,61.6,120
130,62,118
130,62.2,118
130,62.2,118
130,62,118
130,61.9,118
130,62.1,118
129,62.4,121
129,62.2,121
129,61.7,120
130,61.4,120
130,61.3,119
130,61.6,119
130,61.8,119
130,61.8,119
130,61.6,119
130,61.5,118
130,61.5,118
131,61.7,119
131,61.8,119
130,61.6,119
130,61.4,119
130,61,120
129,60.8,120
129,60.9,120
129,61.3,120
127,61.6,120
127,61.5,120
127,61.4,119
127,61.4,117
127,61.3,119
127,60.9,119
127,60.8,120
127,61,119
128,61.2,119
128,61.1,119
128,61.1,119
129,61.1,119
129,61,119
129,60.8,119
129,61.1,119
129,61.5,119
129,61.9,117
129,61.8,117
129,61.4,118
130,61.3,118
130,61.3,118
130,61.8,118
130,62,119
130,61.8,119
129,61.7,120
129,61.6,120
129,61.6,120
130,61.7,120
130,61.6,120
131,61.4,120
131,61,120
131,61,120
131,61.2,119
131,61.2,119
131,61.3,120
130,61.4,118
130,61.5,119
130,61.5,120
130,61.4,120
130,61.2,121
130,61.1,121
130,61.1,120
130,61.2,120
130,61.1,121
130,61.1,121
130,61.4,121
130,61.5,121
131,61.5,117
132,61.2,117
132,60.8,118
132,60.7,118
132,60.6,117
132,61,117
131,61.1,119
131,61.7,119
130,62.1,120
130,62.1,120
130,62,120
130,61.7,120
130,61.8,118
130,61.8,119
130,61.7,119
130,61.6,119
129,61.2,119
129,61.2,119
129,61.1,118
129,61,118
129,61.1,118
129,61,118
128,61.3,120
128,61.3,120
128,61.2,118
128,61.2,119
128,61.1,119
130,61.5,119
130,61.8,118
130,61.9,118
131,61.6,118
131,61,118
131,61,119
129,61.2,119
129,61.8,120
128,61.7,120
126,61.6,119
126,61.3,119
127,61.1,119
127,61.4,119
128,61.3,119
128,61.5,119
128,61,119
128,61,119
129,60.8,120
129,61.1,120
129,61.1,120
129,61.1,120
128,60.9,119
127,61,119
127,61.3,119
127,61.3,120
127,61.2,121
127,60.8,120
127,60.8,120
127,60.7,120
127,61.1,120
128,61.2,119
128,61.4,119
128,61.1,119
129,61,132
129,61,132
129,61.2,186
129,61.1,198
129,61.2,201
128,60.9,201
128,60.8,201
128,60.6,201
128,60.7,201
128,60.6,199
128,60.6,199
128,60.4,199
128,60.4,199
130,60.3,199
130,60.3,199
131,60.2,200
133,60.5,200
133,60.6,200
134,60.7,200
134,60.2,198
134,59.9,198
135,59.8,199
135,60,199
136,60.5,200
137,60.7,198
137,60.8,198
137,60.4,198
137,60.1,198
138,59.8,202
138,60,202
138,60.2,202
138,60.1,202
139,59.8,199
139,59.2,199
140,59.1,199
140,59,199
140,59.5,201
140,59.9,200
140,60,200
140,59.9,200
139,59.4,197
139,59.1,199
139,59.1,198
139,59.4,198
138,59.9,198
138,60.1,198
138,60.1,198
138,59.8,198
138,59.6,197
138,59.4,204
138,59.5,204
138,59.2,201
138,59.3,199
138,59.2,200
138,59.4,198
138,59.5,198
138,59.4,200
138,59.4,200
138,59.3,198
138,59.7,198
138,59.6,198
137,59.6,198
137,59.2,200
137,59,200
137,59,200
137,59.2,199
137,59.3,198
137,59.4,198
138,59.5,201
137,59.2,201
137,58.9,198
137,58.7,198
137,59,198
137,59.3,198
137,59.5,198
137,59.5,199
137,59.4,198
137,59.6,198
137,59.5,198
137,59.7,198
137,59.5,199
137,59.6,198
137,59.7,200
137,59.7,200
136,59.7,198
136,59.6,198
136,59.9,198
137,59.7,199
137,59.7,201
137,59.4,199
137,59.4,199
137,59.5,198
137,59.7,198
137,59.7,198
137,59.5,198
136,59.5,198
137,59.4,198
137,59.5,198
138,59.5,199
138,59.4,200
139,59.4,200
140,59.3,200
140,59.3,200
139,59.4,200
139,59.1,198
139,59.2,200
139,58.8,200
139,58.8,202
139,58.9,207
139,59.5,199
139,59.8,199
139,60,196
139,59.8,197
139,59.6,197
139,59.5,197
139,59.4,198
140,59.9,196
140,60,196
140,60.5,196
139,60.4,201
139,60.3,199
139,60.1,201
140,59.9,201
140,60,201
140,59.9,200
140,59.8,200
140,59.6,200
140,59.1,198
140,58.8,200
140,58.7,200
141,58.8,200
141,59.3,200
141,59.5,199
141,59.6,198
141,59.6,199
142,59.7,199
142,59.8,199
142,59.9,199
142,59.8,199
142,59.5,199
141,59.4,199
141,59.3,199
141,59.4,199
141,59.5,199
142,59.6,198
142,59.7,198
141,59.6,198
141,59.7,199
140,59.6,199
140,59.7,199
140,59.7,199
140,59.7,199
140,59.3,195
140,59.1,195
140,59.1,195
140,59.6,195
140,59.9,195
141,60.2,195
141,60.2,198
142,60,198
142,59.9,203
142,59.9,200
143,60.5,199
143,60.6,199
144,60.4,199
144,59.9,199
144,59.4,199
145,59.4,199
146,59.8,200
146,60.1,200
146,60.3,199
146,60.3,198
147,60,200
147,59.8,200
147,59.5,202
147,59.6,202
147,60,198
147,60.5,198
145,60.7,198
145,60.3,201
145,59.8,201
145,59.4,213
145,59.6,217
145,59.9,217
145,60.5,222
145,60.5,222
145,60.4,222
145,60.3,218
145,60.2,218
145,60.2,218
145,60.3,219
145,60.3,219
145,60.4,218
145,60.3,218
145,59.9,219
145,59.7,219
144,59.6,219
144,60.1,219
144,60.1,218
144,60.3,218
144,59.9,217
144,59.8,217
144,59.9,219
144,60.2,221
145,60.5,218
145,60.4,218
145,60.2,219
145,60,219
145,59.7,221
145,59.9,221
145,60.2,219
145,60.1,219
145,60,219
145,59.5,219
145,59.4,218
145,59.4,217
145,59.7,217
145,60.1,217
146,60.5,217
146,60.4,217
145,60.4,217
145,60.2,217
145,60.3,219
144,60.5,220
144,60.7,221
144,61,221
144,60.5,221
144,60.6,220
145,60.3,221
146,60.5,221
146,60.6,218
146,60.7,218
146,60.5,221
146,60.3,219
147,60,219
147,59.8,219
147,60,219
147,60,217
147,60.6,217
146,60.6,220
145,60.5,220
145,60.3,220
144,60.3,220
144,60.6,218
144,60.8,217
144,60.6,219
144,60.3,219
144,60.2,220
145,60.1,221
145,60.6,218
144,60.8,221
144,61,221
144,60.8,221
144,60.5,221
144,60.5,221
144,60.8,221
145,61.3,219
145,61.5,222
144,61.5,222
144,60.9,217
145,60.4,214
145,60,215
145,60.2,217
145,61,217
145,61.5,217
145,61.6,217
146,61.4,219
146,61,219
147,60.7,224
147,61,225
147,61.6,224
148,62.3,224
147,62.1,216
147,61.2,215
147,60.6,215
147,60.1,215
147,60.6,216
148,60.8,216
148,61.2,218
147,61.2,218
147,61.1,219
147,61.2,219
147,61.4,219
147,61.7,219
147,61.6,220
147,61.5,220
147,61,220
148,61.1,220
149,61.2,220
149,61.7,220
150,61.6,220
150,61.4,220
149,61.4,221
149,61.5,221
149,61.4,220
149,61.3,220
149,61.5,220
149,61.4,217
148,60.9,217
148,60.6,217
148,60.4,220
147,60.8,220
147,61.1,220
147,61.5,220
147,61.5,218
147,61.3,218
147,61.5,218
147,61.6,218
147,61.7,219
147,61.2,219
147,61,219
147,60.7,218
147,61.1,218
147,61.6,218
147,62,218
147,61.9,218
147,61.3,219
147,61.1,221
147,61,221
147,61.5,220
147,61.6,220
147,61.8,219
147,61.8,219
147,61.3,219
146,61.4,218
146,61.5,219
146,61.9,219
146,61.4,221
146,61.2,220
146,61.5,219
146,62,219
146,62.2,219
146,62,221
146,61.6,221
146,61.7,221
147,61.8,218
147,62.1,219
147,62,219
147,61.7,219
147,61.5,219
147,61.3,220
148,61.6,220
148,61.7,221
148,61.7,221
148,61.7,219
148,61.7,219
149,61.7,219
149,61.6,219
149,61.7,220
148,62,219
148,62.3,219
147,62.2,219
147,62,221
147,62,221
146,62.3,222
146,62.7,222
146,62.8,214
146,62.6,214
146,62.1,224
146,61.7,224
146,61.8,224
146,62.3,224
147,62.9,228
147,63.1,228
148,62.8,237
149,62.5,241
149,62.3,241
150,62.8,239
150,63.2,239
150,63.4,241
150,62.9,238
150,62.6,238
150,62.4,239
150,62.5,239
150,62.9,242
150,63.2,242
150,63.3,239
150,62.7,239
150,62.4,239
150,62.7,239
150,63,239
150,62.9,238
150,62.3,234
150,61.9,234
150,61.9,240
150,61.7,240
150,61.7,240
150,61.7,238
150,62.1,239
150,61.8,239
150,61.3,239
150,61.5,240
151,62.2,239
151,62.9,239
150,62.5,242
150,62,242
150,62,238
150,62.4,238
150,62.8,238
150,62.5,238
150,62.2,239
150,62.1,239
150,61.8,237
150,62.1,237
150,62.2,239
150,62.4,239
150,62.2,241
150,62.2,241
150,62.4,238
150,62.3,238
150,62.5,238
150,62.9,239
150,63.4,238
150,62.9,238
150,62.2,238
150,61.9,239
151,62.3,239
151,62.8,241
152,62.7,241
152,62.4,238
152,62.3,238
152,62,236
152,62.4,236
151,62.7,236
151,63.1,236
