118,0,0
118,,0
121,,0
121,,0
122,,0
123,,57
123,56.5,57
124,54.1,116
123,54.1,122
123,40.6,122
123,53.6,122
123,52.6,121
121,51.8,123
121,51.4,123
121,51,123
122,51.3,123
123,51.6,122
123,52,119
125,52,119
125,51.7,118
126,51.5,118
126,51,118
126,50.6,118
126,50.4,119
127,50.2,118
127,50.3,117
127,50.5,117
127,50.2,119
127,49.7,119
127,48.6,118
127,48.1,118
127,48.2,117
126,48.5,117
126,49.1,118
126,49.3,118
126,49.5,118
127,49.2,119
128,48.8,119
128,48.4,119
128,48.1,119
129,48.4,120
129,49,121
129,49.6,121
129,49.6,118
129,49.1,118
129,48.7,119
129,47.5,119
129,46.5,119
129,45.6,119
129,46,119
129,47.1,120
129,47.8,120
130,48.6,118
130,48.7,118
130,48.6,118
130,47.7,118
130,46.8,118
130,47,118
129,47.3,121
129,48.3,121
129,48.9,120
130,49.4,120
130,48.9,119
130,47.8,119
130,47.1,120
130,46,120
130,46.3,120
130,46.9,120
130,48.4,120
131,49.4,118
131,49.5,118
130,49.1,118
130,48.2,119
130,47.9,119
129,47.8,120
129,48.7,120
129,48.9,121
127,48.9,121
127,47.9,121
127,47.3,120
127,47.1,117
127,47,119
127,47.8,119
127,48.4,120
127,48.8,119
127,47.9,119
127,46.8,119
128,46.9,119
128,47.1,119
128,47.5,120
129,47.3,120
129,47.4,118
129,47.3,118
129,46.9,117
129,46.7,117
129,46,117
130,46.6,118
130,46.4,118
130,47.6,118
130,47.6,118
130,47.9,119
129,47.4,121
129,46.9,121
129,46.6,120
130,46.7,120
130,47.6,120
131,47.8,120
131,48,120
131,47.4,120
131,47,119
131,46.4,119
131,46.6,120
130,47.5,118
130,48.4,119
130,49.2,120
130,48.7,120
130,47.1,120
130,45.3,120
130,44.3,120
130,44.4,120
130,44.9,120
130,47,120
130,48.5,120
130,49.3,118
131,48.5,117
132,47.3,117
132,46.4,117
132,45.9,117
132,46.3,117
132,47.1,117
131,47.5,119
131,47.4,120
130,46.9,120
130,45.8,120
130,45.8,120
130,45.6,120
130,46.9,118
130,46.9,119
130,47.5,119
130,46.9,119
129,46.6,116
129,46.4,116
129,46.6,118
129,47.1,118
129,47.3,118
129,47.5,118
128,47,120
128,46.5,118
128,45.7,118
128,45.9,119
128,45.4,119
129,46.5,119
130,46.2,118
130,46.7,118
131,45.8,118
131,45.7,119
131,44.9,119
129,44.9,119
129,45.3,120
128,46.3,120
127,47.3,119
127,47.5,119
127,47.2,119
127,46.3,119
128,45.7,119
128,45.9,119
128,46.6,119
128,47.2,119
129,47,119
129,46.2,119
128,45.5,119
128,44.9,118
128,45.1,119
127,45.2,119
127,46.3,119
127,46.4,122
127,47.1,121
127,46.1,121
127,46.5,121
127,45.5,120
127,46.7,119
128,46.1,120
128,46.9,120
128,46.2,120
129,46.5,132
129,45.6,132
129,45.6,186
129,44.5,198
129,44.6,201
128,44.1,201
128,45.1,201
128,45,201
128,46,201
128,45.6,199
128,46,199
128,44.9,200
128,44.9,199
130,43.6,199
130,43.7,199
131,42.8,200
133,44.1,201
133,44.3,196
134,45.8,196
134,45,196
134,44.8,196
135,43,198
135,42.4,198
136,41.7,200
137,42.4,198
137,43.4,198
137,44.6,198
137,45.3,198
138,44.8,200
138,43.9,201
138,43,201
138,42.9,201
139,43.6,198
139,44.3,199
140,44.9,199
140,44.3,202
140,42.8,200
140,41.8,200
140,40.5,200
140,41.2,200
139,41.2,197
139,43.1,199
139,43.6,199
139,44.5,199
139,43.6,198
138,42.7,198
138,41.4,198
138,41.5,198
138,42.1,197
138,42.8,204
138,42.8,204
138,42.2,201
138,41.7,199
138,41.4,200
138,41.8,198
138,42.1,198
138,42.6,200
138,42.8,200
138,42.3,198
138,41.5,198
138,40.3,198
137,39.9,198
137,39.7,200
137,40,200
137,40.8,201
137,41.5,201
137,42.6,201
137,42,201
138,42.4,201
137,41.3,201
137,42,198
