,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1223,CHEMBL3780632,5270.0,nM,c1ccc(-c2cnc3cncc(Nc4ccc(N5CCOCC5)cc4)c3n2)cc1,5.278189384787453,383.174610292,6,1,4.272000000000002,True
1226,CHEMBL4066664,5330.0,nM,FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12,5.273272790973428,348.094643632,6,3,3.8169000000000004,True
1227,CHEMBL347537,5330.0,nM,O=C(Nc1cccc(-c2cncc3ccccc23)c1)c1ccccc1NCc1ccncc1,5.273272790973428,430.179361324,4,2,6.1612000000000045,True
1228,CHEMBL3780637,5370.0,nM,COc1ccc(-c2cnc3c(Nc4ccc(N5CCOCC5)cc4)nccc3n2)cc1,5.270025714300445,413.18517497600004,7,1,4.280600000000002,True
1229,CHEMBL3355482,5600.0,nM,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,5.251811972993799,380.1194635,3,1,3.7596000000000025,True
1231,CHEMBL423288,5800.0,nM,CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,5.236572006437063,319.14331016400007,5,2,3.5490200000000014,True
1232,CHEMBL3237850,5800.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12,5.236572006437063,388.14299288000007,9,2,0.4042199999999994,True
1233,CHEMBL1242844,5842.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,5.233438447362468,342.16043744800004,7,3,1.9197999999999995,True
1234,CHEMBL3237852,5900.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)N4CCCNCC4)cc3)nc12,5.229147988357855,402.15864294400006,9,2,0.7943199999999999,True
1235,CHEMBL3261392,5900.0,nM,CCOc1ccc(S(=O)(=O)N2CCCNCC2)cc1-c1nnc2c(n1)c(C)nn2C,5.229147988357855,431.17395866000015,9,1,1.1164199999999997,True
1236,CHEMBL1172957,6000.0,nM,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,5.221848749616356,375.1113584040001,8,3,0.5805000000000002,True
1237,CHEMBL1242752,6000.0,nM,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,5.221848749616356,327.169524912,7,1,3.0637000000000008,True
1238,CHEMBL421929,6000.0,nM,CCCCCCN(CCCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,5.221848749616356,640.3601012859999,6,5,3.8400000000000025,True
1240,CHEMBL1242659,6050.0,nM,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,5.2182446253475305,367.20082504000004,7,1,3.988000000000002,True
1241,CHEMBL3318027,6050.0,nM,Cn1cc(-c2cnc3ccc(NC(=O)NC(C)(C)C)nc3c2)cn1,5.2182446253475305,324.16985926,5,2,2.9503000000000013,True
1242,CHEMBL1242471,6150.0,nM,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,5.211124884224583,285.12257472,6,2,2.0094,True
1243,CHEMBL3347651,6200.0,nM,O=C(Nc1cnc2[nH]c(CO)cc2c1)c1ccccc1Br,5.207608310501746,345.011288724,3,3,3.070000000000001,True
1244,CHEMBL3823212,6323.0,nM,Cc1ccc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)cc1,5.199076818186782,379.2484439280001,7,1,2.4099200000000005,True
1245,CHEMBL1242381,6400.0,nM,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,5.1938200260161125,343.164439532,8,2,1.7210999999999999,True
1246,CHEMBL1242034,6400.0,nM,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,5.1938200260161125,319.15454354400003,7,2,2.7868000000000004,True
1247,CHEMBL3787112,6400.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,5.1938200260161125,349.19026035600007,6,2,3.0429000000000013,True
1248,CHEMBL121796,6600.0,nM,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,5.180456064458131,350.10467216,5,3,4.313600000000001,True
1249,CHEMBL3781028,6840.0,nM,c1ccc(Nc2cncc3ncc(-c4ccc(N5CCCCC5)cc4)nc23)cc1,5.164943898279883,381.19534573600004,5,1,5.425700000000004,True
1251,CHEMBL1765715,6950.0,nM,Cc1ccc(NC(=O)c2ccc(CCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.158015195409886,429.1356379400001,5,2,5.581720000000004,True
1252,CHEMBL2420911,7000.0,nM,c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1,5.154901959985743,272.17494464,5,2,1.3229,True
1253,CHEMBL3218000,7000.0,nM,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,5.154901959985743,485.18517497600004,6,3,5.768200000000003,True
1254,CHEMBL3822591,7249.0,nM,Cc1ccc(-c2nn(CCN3CCC(CCN(C)C)CC3)c3ncnc(N)c23)cc1,5.139721900247765,407.2797440560001,7,1,3.047620000000001,True
1256,CHEMBL327958,7400.0,nM,CCCCN(CCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,5.130768280269024,584.2975010299999,6,5,2.279600000000002,True
1257,CHEMBL3823849,7525.0,nM,Cc1ccc(-c2nn(CCN3CCC(CN(C)C)CC3)c3ncnc(N)c23)cc1,5.123493495734119,393.2640939920001,7,1,2.65752,True
1258,CHEMBL2312649,7610.0,nM,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,5.118615343229427,519.2280141,7,3,4.6357000000000035,True
1259,CHEMBL1288582,7680.0,nM,COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,5.114638779968487,264.101111004,3,2,3.1148,True
1261,CHEMBL4171235,7700.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccoc1,5.113509274827518,495.21336179599996,4,1,5.260300000000005,True
1262,CHEMBL3781610,7710.0,nM,COc1cccc(Nc2cncc3ncc(-c4ccc(N5CCCCC5)cc4)nc23)c1,5.112945621949043,411.20591042000007,6,1,5.434300000000005,True
1263,CHEMBL1822792,7800.0,nM,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,5.107905397309519,495.15763990000005,8,1,2.1525999999999987,True
1264,CHEMBL1813625,7800.0,nM,CN1CCN(c2ccc(-c3cc4c(c(N)nn4C)c(=O)[nH]3)cc2)CC1,5.107905397309519,338.185509324,6,2,1.2625999999999997,True
1267,CHEMBL1240545,7900.0,nM,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,5.102372908709558,292.143644512,6,1,2.72248,True
1268,CHEMBL3782023,7910.0,nM,COc1cccc(Nc2cncc3nc(-c4ccc(N5CCCCC5)cc4)cnc23)c1,5.101823516502323,411.20591042000007,6,1,5.434300000000005,True
1269,CHEMBL1241858,7930.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,5.100726812682396,358.13088690800004,7,3,2.4341,True
1270,CHEMBL57556,8000.0,nM,O=C(O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,5.096910013008056,292.096025624,5,2,2.9804000000000004,True
1271,CHEMBL1241586,8400.0,nM,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,5.075720713938118,309.13380810000007,6,3,1.8259999999999998,True
1272,CHEMBL3797590,8630.0,nM,Nc1nc2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1,5.06398920428479,353.12363734,10,2,1.1717999999999993,True
1273,CHEMBL4545044,8700.0,nM,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,5.060480747381382,417.1601031,6,0,3.9135000000000026,True
1274,CHEMBL1241486,8700.0,nM,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,5.060480747381382,356.196074008,8,3,2.4577000000000004,True
1275,CHEMBL3781795,8710.0,nM,c1ccc(-c2cnc3cnc(Nc4ccc(N5CCCCC5)cc4)cc3n2)cc1,5.059981844992336,381.19534573600004,5,1,5.425700000000004,True
1276,CHEMBL521652,8900.0,nM,Cc1ccc(NC(=O)c2ccc(C(=O)NO)cc2)cc1Nc1ncc(-c2cccnc2)s1,5.050609993355087,445.1208604680001,7,4,4.628420000000002,True
1277,CHEMBL4552628,9100.0,nM,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,5.040958607678906,425.08886531600007,6,2,3.664520000000002,True
1278,CHEMBL514351,9200.0,nM,Cc1ccc(NCc2ccc(/C=C/C(=O)NO)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.036212172654444,452.1960740080001,7,4,4.721320000000002,True
1279,CHEMBL3823711,9440.0,nM,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)NC(C)(C)C,5.025028005701931,509.3226714880001,9,3,3.030100000000001,True
1280,CHEMBL4160628,9700.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(N(C)C)nc1,5.013228265733755,550.2667943360001,6,1,4.523300000000004,True
1282,CHEMBL3800138,9920.0,nM,COC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OC,5.0034883278458215,355.1392874040001,10,2,1.4178000000000002,True
1283,CHEMBL602471,10000.0,nM,C[C@@H](Oc1ccc2ncc(/C=C/C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,5.0,404.0494613,3,1,5.319200000000003,True
1284,CHEMBL3823543,10000.0,nM,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NCc1ccccc1,5.0,500.30120777200005,9,2,3.722200000000001,True
1285,CHEMBL44,10000.0,nM,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,5.0,270.05282342000004,5,3,2.576800000000001,True
1286,CHEMBL2030560,10000.0,nM,Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,5.0,237.090211972,3,2,2.3761,True
1287,CHEMBL276711,11000.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,4.958607314841775,238.110613068,1,2,3.1242400000000004,True
1288,CHEMBL1242031,11000.0,nM,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,4.958607314841775,332.10554475200007,7,2,1.3038,True
1289,CHEMBL1242030,11000.0,nM,CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,4.958607314841775,346.12119481600007,7,2,2.0279,True
1291,CHEMBL1242751,11200.0,nM,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,4.950781977329818,313.153874848,7,1,2.6736000000000004,True
1292,CHEMBL2408497,11200.0,nM,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccccn1,4.950781977329818,388.10592161200003,6,2,3.578100000000002,True
1293,CHEMBL3780515,11520.0,nM,c1ccc(-c2cnc3c(Nc4ccc(N5CCOCC5)cc4)nccc3n2)cc1,4.938547520912807,383.17461029200007,6,1,4.272000000000002,True
1294,CHEMBL1242207,12000.0,nM,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.920818753952375,304.143644512,6,1,3.2046,True
1295,CHEMBL1242380,12000.0,nM,COc1ccc(-c2nn(C[C@H](C)CO)c3ncnc(N)c23)cc1OC,4.920818753952375,343.164439532,8,2,1.7210999999999999,True
1296,CHEMBL1242666,12000.0,nM,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,4.920818753952375,320.138559132,6,2,2.9501999999999997,True
1297,CHEMBL2312303,12030.0,nM,O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,4.919734372660155,504.18072956000003,6,3,4.492300000000003,True
1298,CHEMBL3904850,12200.0,nM,COc1ccc(C(=O)NNc2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccccc2)cc1,4.913640169325252,452.1596885,8,2,3.3369000000000018,True
1299,CHEMBL3780571,12900.0,nM,c1ccc(-c2cnc3cc(Nc4ccc(N5CCCCC5)cc4)ncc3n2)cc1,4.889410289700751,381.1953457360001,5,1,5.425700000000004,True
1300,CHEMBL1242025,13000.0,nM,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OCc1ccccc1,4.886056647693163,331.143310164,5,2,3.4895200000000015,True
1301,CHEMBL1241948,13000.0,nM,CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,4.886056647693163,346.12119481600007,7,2,2.0279,True
1302,CHEMBL1241675,13000.0,nM,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,4.886056647693163,319.15454354400003,7,1,2.838300000000001,True
1304,CHEMBL1241492,13000.0,nM,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,4.886056647693163,295.118158036,8,1,2.1925999999999997,True
1305,CHEMBL4094562,13100.0,nM,C#Cc1nc(Nc2ccccc2)nc2[nH]cnc12,4.882728704344236,235.08579528799999,4,2,2.0778,True
1306,CHEMBL4860979,13300.0,nM,CN(C1CC1)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCNC4=O)c2)c(F)c1,4.876148359032914,466.147489816,5,2,3.205700000000001,True
1307,CHEMBL3911525,13800.0,nM,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccccc1,4.860120913598763,422.149123816,7,2,3.3283000000000023,True
1308,CHEMBL4470981,13930.0,nM,O=C1N/C(=N/c2ccccc2Cl)S/C1=C1\C(=O)Nc2ccc(F)cc21,4.856048883576037,373.008803428,4,2,3.6930000000000014,True
1309,CHEMBL1242665,14000.0,nM,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.853871964321762,293.13889348000004,7,1,2.3041,True
1310,CHEMBL57393,14000.0,nM,CC(=O)N[C@@H](Cc1ccc(P(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,4.853871964321762,553.25530187,5,5,1.705299999999999,True
1312,CHEMBL1242569,14600.0,nM,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,4.835647144215563,325.15387484800004,7,1,2.6688,True
1313,CHEMBL1242661,15000.0,nM,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,4.823908740944319,319.143310164,6,1,3.1644000000000005,True
1314,CHEMBL3237854,15000.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NCCN)cc3)nc12,4.823908740944319,362.12734281600007,9,3,0.047320000000000584,True
1315,CHEMBL301845,15000.0,nM,CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,4.823908740944319,525.26038725,5,4,2.9190000000000005,True
1316,CHEMBL3218001,15000.0,nM,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,4.823908740944319,534.1474095640001,8,3,4.627300000000003,True
1319,CHEMBL1241946,16000.0,nM,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,4.795880017344075,295.143310164,6,1,2.859,True
1320,CHEMBL2312304,16360.0,nM,O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,4.786216700664696,506.159994116,7,3,4.3221000000000025,True
1321,CHEMBL332971,16500.0,nM,COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,4.782516055786093,351.088687748,5,2,4.425500000000002,True
1322,CHEMBL3781543,16610.0,nM,COc1ccccc1Nc1nccc2nc(-c3ccccc3)cnc12,4.779630367548606,328.132411132,5,1,4.444000000000003,True
1323,CHEMBL1241679,17000.0,nM,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,4.769551078621726,278.127994448,6,1,2.52808,True
1324,CHEMBL475051,17000.0,nM,O=C(NO)c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)cc1,4.769551078621726,431.105210404,7,4,4.320000000000002,True
1325,CHEMBL602074,17000.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ccc(-c4cccnc4)cc32)[nH]1,4.769551078621726,315.137162164,2,2,4.186240000000002,True
1326,CHEMBL1241767,17000.0,nM,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,4.769551078621726,489.1913229760001,9,2,4.145340000000002,True
1327,CHEMBL325023,17600.0,nM,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,4.7544873321858505,437.163393976,7,3,2.64534,True
1328,CHEMBL2408503,17600.0,nM,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccccc1Br,4.7544873321858505,465.02118471200004,5,2,4.945600000000002,True
1329,CHEMBL86943,19000.0,nM,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,4.721246399047171,310.131742436,3,2,3.3009400000000015,True
1330,CHEMBL3954137,20000.0,nM,COc1ccc(-c2nnc3n(-c4ccccc4)c(=O)c4cnn(-c5ccccc5)c4n23)cc1,4.698970004336019,434.14912381600004,8,0,3.894700000000003,True
1331,CHEMBL556874,20000.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.698970004336019,479.1681429200001,7,2,5.003020000000004,True
1332,CHEMBL3823628,20000.0,nM,C(=C/n1ncc2c(N3CCCCCC3)ncnc21)\c1ccccc1,4.698970004336019,319.179695672,5,0,3.8346000000000027,True
1333,CHEMBL3237857,20000.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NCCN4CCOCC4)cc3)nc12,4.698970004336019,432.16920762800004,10,2,0.42082000000000064,True
1334,CHEMBL3318023,20840.0,nM,CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)cc3)cc2n1,4.681102285372513,322.142975816,4,2,3.4468000000000023,True
1335,CHEMBL2312645,21110.0,nM,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,4.675511766692344,438.27432432800003,7,3,3.275800000000001,True
1336,CHEMBL58421,22000.0,nM,CC[C@H](NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,4.657577319177793,509.26547263,4,4,2.250499999999999,True
1338,CHEMBL3781538,22520.0,nM,c1ccc(Nc2cncc3nc(-c4ccc(N5CCCCC5)cc4)cnc23)cc1,4.647431613820691,381.19534573600004,5,1,5.425700000000004,True
1339,CHEMBL564726,23000.0,nM,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.638272163982407,478.17289395200015,6,2,5.608020000000004,True
1340,CHEMBL556669,23000.0,nM,Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.638272163982407,457.22262310400015,8,2,4.8747200000000035,True
1348,CHEMBL558475,25000.0,nM,CNc1ncnc2c1ncn2/C=C/c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C,4.6020599913279625,452.157243888,6,2,5.075420000000004,True
1349,CHEMBL3781939,25150.0,nM,COc1ccc(NC(=O)Nc2cncc3nc(-c4ccccc4)cnc23)cc1,4.599462010608054,371.13822478400004,5,2,4.344400000000002,True
1350,CHEMBL405059,25700.0,nM,CCCCCN(CCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,4.590066876668706,612.3288011579999,6,5,3.059800000000002,True
1353,CHEMBL3218002,27000.0,nM,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,4.568636235841013,459.100125024,8,3,2.9118000000000004,True
1354,CHEMBL2312652,30000.0,nM,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,4.522878745280337,480.14434405199995,8,4,2.5226000000000006,True
1355,CHEMBL3780985,30830.0,nM,CCNC(=O)Nc1nccc2nc(-c3ccccc3)cnc12,4.511026475273492,293.1276601,4,2,2.8332000000000015,True
1358,CHEMBL1241390,32000.0,nM,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,4.494850021680094,254.12799444799998,6,1,2.0514,True
1359,CHEMBL3237855,33000.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(N)(=O)=O)cc3)nc12,4.481486060122113,319.08514365600007,8,2,0.45771999999999985,True
1360,CHEMBL56081,34000.0,nM,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.468521082957745,293.09127459200005,6,1,3.1904000000000012,True
1362,CHEMBL3237858,34000.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NCC(O)CO)cc3)nc12,4.468521082957745,393.121923088,10,4,-0.5581800000000003,True
1363,CHEMBL1241863,35000.0,nM,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,4.455931955649724,320.138559132,6,2,2.4978999999999996,True
1367,CHEMBL3237851,39000.0,nM,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NCCO)cc3)nc12,4.4089353929735005,363.11135840400004,9,3,0.08091999999999955,True
1369,CHEMBL3917521,40000.0,nM,O=c1c2cnn(-c3ccccc3)c2n2c(-c3ccccc3)nnc2n1-c1ccccc1,4.3979400086720375,404.13855913200007,7,0,3.8861000000000017,True
1372,CHEMBL3824215,50000.0,nM,C(=C/n1ncc2c(NC3CCCCC3)ncnc21)\c1ccccc1,4.301029995663981,319.179695672,5,1,4.198800000000003,True
1373,CHEMBL80030,50000.0,nM,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,4.301029995663981,389.093308328,6,1,2.4530000000000003,True
1374,CHEMBL1241684,50000.0,nM,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,4.301029995663981,337.0997311000001,7,1,3.683600000000002,True
1375,CHEMBL1241862,50000.0,nM,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,4.301029995663981,330.0995867800001,6,2,2.4087000000000005,True
1376,CHEMBL1241583,50000.0,nM,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,4.301029995663981,292.143644512,6,1,2.72248,True
1377,CHEMBL1241772,50000.0,nM,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,4.301029995663981,279.12324341600004,7,1,1.9230799999999997,True
1378,CHEMBL1241391,50000.0,nM,CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,4.301029995663981,255.12324341599998,7,1,1.4463999999999997,True
1379,CHEMBL4855542,53500.0,nM,Nc1ncc(-c2cccc3ncsc23)cc1-c1ccc2c(c1)CCNC2=O,4.271646217978772,372.104482132,5,2,3.8934000000000024,True
1380,CHEMBL1242032,58000.0,nM,CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,4.236572006437063,332.10554475200007,7,2,1.3038,True
1381,CHEMBL559628,59000.0,nM,Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.229147988357856,466.2481095800001,6,2,5.886720000000006,True
1382,CHEMBL559702,60000.0,nM,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.221848749616356,452.2324595160001,6,2,5.712620000000005,True
1383,CHEMBL1172147,60000.0,nM,N#Cc1c(N)nc(SCC(=O)c2ccc(Cl)cc2)c(C#N)c1-c1ccsc1,4.221848749616356,410.00628065200004,7,1,4.7640600000000015,True
1384,CHEMBL55683,61000.0,nM,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,4.214670164989233,293.09127459200005,6,1,3.1904000000000003,True
1385,CHEMBL559069,62000.0,nM,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.2076083105017466,493.1837929840001,6,3,5.999720000000004,True
1386,CHEMBL1242033,65000.0,nM,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,4.187086643357144,419.2069730400001,8,2,4.551600000000002,True
1387,CHEMBL1242753,65000.0,nM,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,4.187086643357144,329.148789468,8,2,1.4750999999999999,True
1388,CHEMBL3967164,65600.0,nM,O=C(NNc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccccc1)c1ccc(Cl)cc1,4.18309616062434,456.110151464,7,2,3.9817000000000027,True
1389,CHEMBL4446681,69000.0,nM,CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12,4.161150909262744,491.2372908,3,1,6.911200000000005,True
1390,CHEMBL552634,70000.0,nM,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1.Cl,4.154901959985743,452.11727058,6,0,2.8784000000000023,True
1391,CHEMBL4091022,70000.0,nM,CSc1nc(NCc2ccccc2)c2ccn(Cc3ccc(F)cc3)c2n1,4.154901959985743,378.13144582800004,5,1,4.952700000000004,True
1394,CHEMBL1171912,72000.0,nM,N#Cc1c(SCc2ccccc2)nc2c(c1-c1cccs1)CCCC2,4.142667503568732,362.091140576,4,0,5.852880000000003,True
1395,CHEMBL564575,74000.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,4.130768280269024,478.17289395200015,6,2,5.608020000000004,True
1396,CHEMBL1172697,74000.0,nM,N#Cc1c(SCc2ccc(F)cc2)nc2c(c1-c1cccs1)CCCC2,4.130768280269024,380.081718764,4,0,5.991980000000003,True
1397,CHEMBL4859660,75700.0,nM,Nc1ncc(-c2cccc([N+](=O)[O-])c2F)cc1-c1ccc2c(c1)CCNC2=O,4.120904120499927,378.11281856,5,2,3.331000000000002,True
1398,CHEMBL201511,93000.0,nM,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,4.031517051446065,378.1215716759999,5,2,2.7609000000000004,True
1400,CHEMBL550623,96000.0,nM,CNc1ncnc2c1ncn2CCc1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C,4.017728766960432,454.172893952,6,2,4.690220000000004,True
