,molecule_chembl_id,IC50,units,smiles,pIC50
619,CHEMBL436137,20.0,nM,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,7.698970004336019
620,CHEMBL1241678,21.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@H]1CCOC1,7.6777807052660805
621,CHEMBL574059,21.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,7.6777807052660805
622,CHEMBL1242749,21.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,7.6777807052660805
623,CHEMBL4164030,21.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1,7.6777807052660805
624,CHEMBL1242748,21.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,7.6777807052660805
625,CHEMBL1241578,21.0,nM,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,7.6777807052660805
626,CHEMBL4171640,21.1,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.675717544702307
627,CHEMBL4867502,21.28,nM,Cc1c[nH]nc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,7.672028376376989
628,CHEMBL2347737,21.4,nM,CCNC(=O)Nc1nc2ccc(-c3ccccc3Cl)cc2[nH]1,7.669586226650809
629,CHEMBL3897706,21.6,nM,Cc1ncncc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1C[C@H](O)[C@@H](O)C1,7.665546248849069
630,CHEMBL565372,22.0,nM,CCc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.657577319177793
631,CHEMBL3965671,22.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(C(F)(F)F)c(-c2cncnc2)c1,7.657577319177793
632,CHEMBL4250674,22.0,nM,CC(C)n1nc(C#Cc2cccc3cc(-c4ccc(Cl)c(C(F)(F)F)c4)ncc23)c2c(N)ncnc21,7.657577319177793
633,CHEMBL1170078,22.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCNC(C)C3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.657577319177793
634,CHEMBL1242293,22.0,nM,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,7.657577319177793
635,CHEMBL120077,22.0,nM,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,7.657577319177793
636,CHEMBL4862806,22.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,7.657577319177793
637,CHEMBL3908038,22.0,nM,O=C(Nc1ccc(OC(F)(F)F)c(F)c1)c1cccc(-c2cncnc2)c1,7.657577319177793
638,CHEMBL2324929,22.0,nM,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4ccc(N)nc4)n(C)n3)cc2C(F)(F)F)CC1,7.657577319177793
639,CHEMBL1169876,23.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21,7.638272163982407
640,CHEMBL2403875,23.0,nM,CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4ccccc34)c2)n(-c2cccc(N)c2)n1,7.638272163982407
641,CHEMBL3948857,23.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(OCCO)c(-c2cncnc2)c1,7.638272163982407
642,CHEMBL3915131,23.0,nM,O=C(O)CCNc1ncc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1ccn[nH]1,7.638272163982407
643,CHEMBL1242287,23.0,nM,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,7.638272163982407
644,CHEMBL3690083,23.0,nM,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCN(C)CC2)cc1Nc1nccc(-c2ccncc2)n1,7.638272163982407
645,CHEMBL1169882,23.0,nM,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5ccccn45)c3)cc2C(F)(F)F)CC1,7.638272163982407
646,CHEMBL2347753,23.13,nM,CCNC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,7.635824367229381
647,CHEMBL2347745,23.2,nM,CCNC(=O)Nc1nc2ccc(-c3c(C)cccc3Cl)cc2[nH]1,7.634512015109101
648,CHEMBL4091628,23.2,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,7.634512015109101
649,CHEMBL4868256,23.44,nM,Cc1cc(C)c(-c2ccc3nc(NC(=O)[C@@H]4C[C@@H]4F)sc3c2)cn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.630042392653947
650,CHEMBL4878902,23.9,nM,O=C(Nc1nc2ccc(-c3cccnc3)cc2s1)[C@@H]1C[C@@H]1F,7.621602099051862
651,CHEMBL1171282,24.0,nM,Cc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.619788758288394
652,CHEMBL1242199,24.0,nM,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,7.619788758288394
653,CHEMBL2419761,24.0,nM,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,7.619788758288394
654,CHEMBL3040806,24.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,7.619788758288394
655,CHEMBL1077317,25.0,nM,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(/C=C/N4CNc5c(NC6CC6)ncnc54)c3)cc(C(F)(F)F)c2)cn1,7.6020599913279625
656,CHEMBL3116050,25.0,nM,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,7.6020599913279625
657,CHEMBL402548,25.0,nM,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,7.6020599913279625
658,CHEMBL2177634,25.2,nM,CNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,7.598599459218455
659,CHEMBL206834,26.0,nM,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,7.585026652029182
660,CHEMBL3936479,26.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@H](CO)C2)c(-c2ccc(C3CC3)nc2)c1,7.585026652029182
661,CHEMBL1172586,26.0,nM,Cc1ccc(C(=O)Nc2cc(-n3ccnc3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.585026652029182
662,CHEMBL1171038,26.0,nM,Cc1ccc(C(=O)Nc2cc(-n3cnc(CN4CCCC4)c3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.585026652029182
663,CHEMBL1241581,26.0,nM,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,7.585026652029182
664,CHEMBL1242285,26.0,nM,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,7.585026652029182
665,CHEMBL3973884,26.0,nM,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCN(CC(F)F)CC2)c(-c2ccn[nH]2)c1,7.585026652029182
666,CHEMBL3958784,26.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cncc(F)c2)c1,7.585026652029182
667,CHEMBL3926555,27.0,nM,Cn1cc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2Cl)cn1,7.568636235841012
668,CHEMBL4850733,27.4,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)noc3C)s2)cc(N2CCN(CCO)CC2)n1,7.562249437179612
669,CHEMBL4863574,27.51,nM,Cc1ccncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@H]3F)sc2c1.Cl.Cl,7.560509409610317
670,CHEMBL1171280,28.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)on2)cc1C#Cn1cnc2c(NC3CC3)cccc21,7.552841968657781
671,CHEMBL230065,28.0,nM,CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F,7.552841968657781
672,CHEMBL3347638,28.0,nM,COC(=O)c1cc2cc(NC(=O)c3c(C)cccc3Cl)cnc2[nH]1,7.552841968657781
673,CHEMBL4857583,28.2,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cncc3C)s2)cc(N2CCN(CCO)CC2)n1,7.549750891680639
674,CHEMBL1784640,29.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)s1,7.537602002101044
675,CHEMBL2177635,29.6,nM,CCNc1ncc(-c2cn(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)nn2)cn1,7.528708288941061
676,CHEMBL4858104,29.77,nM,Cc1cccc(Cl)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1.O=CO,7.526221165353276
677,CHEMBL1169875,30.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1C#Cn1cnc2c(NC3CC3)ncnc21,7.522878745280337
678,CHEMBL388978,30.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.522878745280337
679,CHEMBL3900154,30.0,nM,Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N(C)CCCO)cn1,7.522878745280337
680,CHEMBL378024,30.0,nM,CC(C)(C)NC(=O)Nc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1,7.522878745280337
681,CHEMBL29197,30.0,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,7.522878745280337
682,CHEMBL211662,30.0,nM,c1ccc(Oc2ccc3n[nH]c(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,7.522878745280337
683,CHEMBL3962651,30.0,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1OC1CCN(C(=O)c2ccccn2)CC1,7.522878745280337
684,CHEMBL3347601,30.0,nM,COC(=O)c1cc2cc(NC(=O)c3ccccc3C)cnc2[nH]1,7.522878745280337
685,CHEMBL2324927,30.0,nM,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cnc5ccccn45)n(C)n3)cc2C(F)(F)F)CC1,7.522878745280337
686,CHEMBL217092,30.0,nM,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,7.522878745280337
687,CHEMBL111339,30.0,nM,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,7.522878745280337
688,CHEMBL4174682,30.2,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(NC)nc1,7.51999305704285
689,CHEMBL1173423,31.0,nM,CN1CCN(Cc2ccc(NC(=O)c3cccc(C#Cc4cnc5cccnn45)c3)cc2C(F)(F)F)CC1,7.508638306165727
690,CHEMBL1242026,31.0,nM,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.508638306165727
691,CHEMBL3898136,31.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(Cl)c(-c2ccncc2)c1,7.508638306165727
692,CHEMBL3941662,31.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(F)c(-c2cc[nH]n2)c1,7.508638306165727
693,CHEMBL2324928,31.0,nM,CN1CCN(Cc2ccc(NC(=O)Nc3cc(C#Cc4cccnc4)n(C)n3)cc2C(F)(F)F)CC1,7.508638306165727
694,CHEMBL2177647,31.5,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,7.501689446210399
695,CHEMBL4854065,31.79,nM,Cc1ccncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3CO)sc2c1.O=CO,7.497709472085227
696,CHEMBL1241580,32.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,7.494850021680094
697,CHEMBL538337,32.0,nM,Cc1ccc(NC(O)c2ccc(CN3CC[C@@H](CN(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1.Cl,7.494850021680094
698,CHEMBL460074,32.3,nM,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(C3CCCC3)nc21,7.490797477668897
699,CHEMBL3647967,32.3,nM,C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,7.490797477668897
700,CHEMBL4875711,32.57,nM,Cc1ccnc(C)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,7.487182241435127
701,CHEMBL2178267,32.8,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCOCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,7.484126156288321
702,CHEMBL230285,33.0,nM,Cc1ccc(NC(=O)c2ccc(N=NN(C)CO)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,7.481486060122112
703,CHEMBL1214254,33.0,nM,COc1ccc(Nc2ncnc(-c3cccnc3Nc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)n2)cc1,7.481486060122112
704,CHEMBL493657,34.1,nM,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1,7.467245621007502
705,CHEMBL4162041,35.0,nM,COC(=O)C1CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2ccn[nH]2)C1,7.455931955649724
706,CHEMBL3974522,35.0,nM,Cn1cc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2F)cn1,7.455931955649724
707,CHEMBL3953423,36.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cccc(-c2cncnc2)c1F,7.443697499232712
708,CHEMBL3347637,37.0,nM,COC(=O)c1cc2cc(NC(=O)c3c(Cl)cccc3Cl)cnc2[nH]1,7.431798275933005
709,CHEMBL3919275,37.0,nM,CCN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncc(C#N)c1,7.431798275933005
710,CHEMBL255863,38.0,nM,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,7.42021640338319
711,CHEMBL550281,38.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1/C=C/n1cnc2cncnc21,7.42021640338319
712,CHEMBL2178279,38.0,nM,CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,7.42021640338319
713,CHEMBL941,38.0,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,7.42021640338319
714,CHEMBL2178275,38.9,nM,CN1CCN(Cc2ccc(NC(=O)c3cccc(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1,7.410050398674292
715,CHEMBL2347749,39.0,nM,CCNC(=O)Nc1nc2ccc(-c3ccnc(C)c3)cc2[nH]1,7.4089353929735005
716,CHEMBL3901511,39.4,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccn2nc(N(C)C)nc2c1,7.404503778174426
717,CHEMBL4865345,39.7,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(Br)ccnc3C)s2)cc(N2CCN(CCO)CC2)n1,7.401209493236885
718,CHEMBL2324932,40.0,nM,Cc1ccc(NC(=O)c2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,7.3979400086720375
719,CHEMBL1085511,40.0,nM,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1,7.3979400086720375
720,CHEMBL1173424,41.0,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cnc5cccnn45)c3)cc2C(F)(F)F)CC1,7.3872161432802645
721,CHEMBL4864169,41.45,nM,Cc1ccncc1-c1cc(F)c2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.382475465113708
722,CHEMBL1171247,42.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2c(c1)OCC(=O)N2,7.376750709602099
723,CHEMBL1173498,42.0,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(F)c(C#Cc4cnc5cccnn45)c3)cc2C(F)(F)F)CC1,7.376750709602099
724,CHEMBL3896221,42.0,nM,CN(CCCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cccnc1,7.376750709602099
725,CHEMBL2347746,43.1,nM,CCNC(=O)Nc1nc2ccc(-c3c(Cl)cccc3Cl)cc2[nH]1,7.3655227298392685
726,CHEMBL472525,43.7,nM,CCNC(=O)Nc1nc2cc(-c3ccccc3)ccc2[nH]1,7.359518563029578
727,CHEMBL3936180,44.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(F)c(-c2ccncc2)c1,7.356547323513812
728,CHEMBL2347738,44.9,nM,CCNC(=O)Nc1nc2ccc(-c3ccccc3CC)cc2[nH]1,7.347753658996677
729,CHEMBL1171085,45.0,nM,Cc1ccc(C(=O)Nc2cc(-n3ccnc3CN(C)C)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.346787486224656
730,CHEMBL1242376,45.0,nM,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,7.346787486224656
731,CHEMBL2347744,45.2,nM,CCNC(=O)Nc1nc2ccc(-c3c(C)cccc3C)cc2[nH]1,7.3448615651886175
732,CHEMBL3939150,46.0,nM,Cc1ccc(C(=O)N2CCC(Oc3cc(NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)cn1,7.337242168318426
733,CHEMBL4849256,46.5,nM,Cc1scnc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,7.332547047110046
734,CHEMBL2347742,46.7,nM,CCNC(=O)Nc1nc2ccc(-c3ccccc3OC(C)C)cc2[nH]1,7.330683119433887
735,CHEMBL3897818,47.0,nM,O=C(O)CCNc1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1ccn[nH]1,7.327902142064282
736,CHEMBL559838,48.0,nM,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(/C=C/n4cnc5cncnc54)c3)cc(C(F)(F)F)c2)cn1,7.318758762624412
737,CHEMBL1171045,49.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCF)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.309803919971486
738,CHEMBL3926819,49.0,nM,CCOc1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncnc1,7.309803919971486
739,CHEMBL3805771,50.0,nM,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,7.301029995663981
740,CHEMBL4872437,50.22,nM,N#Cc1ccncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.299123291623096
741,CHEMBL3040861,51.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,7.292429823902063
742,CHEMBL2419760,51.0,nM,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,7.292429823902063
743,CHEMBL3918819,51.0,nM,COCCOc1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1ccn[nH]1,7.292429823902063
744,CHEMBL184742,52.0,nM,Cc1ccc(NC(=O)Nc2cccc(N3CCCC3)c2)cc1Nc1nccc(-c2cccnc2)n1,7.2839966563652006
745,CHEMBL1242198,52.0,nM,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,7.2839966563652006
746,CHEMBL2316579,52.6,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc2[nH]ncc2c1,7.279014255846261
747,CHEMBL3115681,53.32,nM,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,7.273109859258178
748,CHEMBL1173201,54.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1/C=C/c1cnc2cccnn12,7.267606240177031
749,CHEMBL520540,54.3,nM,CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C\c2c(C)cccc2C)cc1,7.265200170411153
750,CHEMBL1784636,55.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(C(=O)NCCO)n1C,7.259637310505756
751,CHEMBL1242566,55.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,7.259637310505756
752,CHEMBL3985189,55.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(Cl)c(-c2ccn[nH]2)c1,7.259637310505756
753,CHEMBL434335,56.0,nM,Cc1ccc(NC(=O)Nc2cccc(N(C)C)c2)cc1Nc1nccc(-c2cccnc2)n1,7.251811972993799
754,CHEMBL2419762,56.0,nM,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.251811972993799
755,CHEMBL1171043,56.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C(C)C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.251811972993799
756,CHEMBL1242201,56.0,nM,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,7.251811972993799
757,CHEMBL3040910,56.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.251811972993799
758,CHEMBL1242662,57.0,nM,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,7.2441251443275085
759,CHEMBL3736466,57.0,nM,CC(C)n1nc(C#Cc2ccc(O)cc2)c2c(N)ncnc21,7.2441251443275085
760,CHEMBL3951215,57.9,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(-c2ncc(C(F)(F)F)[nH]2)nc1,7.2373214362725635
761,CHEMBL4868752,59.43,nM,O=C(Nc1nc2ccc(-c3cc[nH]n3)cc2s1)[C@@H]1C[C@@H]1F,7.225994269741791
762,CHEMBL211154,60.0,nM,c1coc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,7.221848749616356
763,CHEMBL379987,60.0,nM,COc1cccc(Oc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,7.221848749616356
764,CHEMBL377346,60.0,nM,c1ccc(COc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,7.221848749616356
765,CHEMBL1214141,61.0,nM,Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,7.214670164989233
766,CHEMBL4848867,61.72,nM,O=C(Nc1nc2ccc(-c3cnccc3C(F)(F)F)cc2s1)[C@@H]1C[C@@H]1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.209574082608889
767,CHEMBL4857973,61.9,nM,Cc1ccncc1-c1ccc2nc(NC(=O)C3CCC3)sc2c1,7.208309350979882
768,CHEMBL3933477,63.0,nM,COCCOc1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncnc1,7.200659450546418
769,CHEMBL1242111,63.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,7.200659450546418
770,CHEMBL1214200,66.0,nM,Cc1nc(Nc2ncc(/C=C/c3ccc(O)cc3)s2)cc(N2CCN(CCO)CC2)n1,7.180456064458131
771,CHEMBL493883,66.9,nM,Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1,7.174573882232177
772,CHEMBL1242750,67.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,7.173925197299173
773,CHEMBL1084268,68.0,nM,CCn1cnc2c(Nc3ccc(P(=O)(O)CP(=O)(O)O)cc3)nc([C@H]3CC[C@H](N)CC3)nc21,7.167491087293763
774,CHEMBL1242202,68.0,nM,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,7.167491087293763
775,CHEMBL3941239,69.0,nM,COc1ncccc1-c1cncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)c1,7.161150909262744
776,CHEMBL1171835,69.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ncccn12,7.161150909262744
777,CHEMBL510891,69.4,nM,CP(C)(=O)c1ccc(Nc2ncnc3c2ncn3/C=C/c2ccccc2Cl)cc1,7.158640529545145
778,CHEMBL1230790,70.0,nM,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,7.154901959985743
779,CHEMBL3780219,70.0,nM,CNc1nc(Nc2ccc(C)c(N)c2)ncc1C(=O)Nc1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C,7.154901959985743
780,CHEMBL1242024,70.0,nM,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,7.154901959985743
781,CHEMBL3690081,70.0,nM,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CC[C@@H](N(C)C)C2)cc1Nc1nccc(-c2cccnc2)n1,7.154901959985743
782,CHEMBL1242657,72.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,7.142667503568731
783,CHEMBL4847077,72.01,nM,Cc1cccnc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,7.142607189079099
