,molecule_chembl_id,IC50,units,smiles,pIC50
784,CHEMBL1784633,72.6,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(C)n1C,7.139063379299906
785,CHEMBL488658,73.3,nM,CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C/c2ccccc2)cc1,7.134896025358872
786,CHEMBL1242110,75.0,nM,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,7.1249387366083
787,CHEMBL3970802,77.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2O)c1,7.113509274827518
788,CHEMBL1171283,78.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCOCC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,7.107905397309519
789,CHEMBL1336,80.0,nM,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,7.096910013008056
790,CHEMBL1092926,80.0,nM,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,7.096910013008056
791,CHEMBL2403815,81.0,nM,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)n(-c2cccc(N)c2)n1,7.0915149811213505
792,CHEMBL2347733,81.2,nM,CCNC(=O)Nc1nc2ccc(-c3cccc(F)c3)cc2[nH]1,7.090443970758825
793,CHEMBL4849907,81.45,nM,CC(=O)Nc1nc2ccc(-c3cnccc3C)cc2s1,7.0891089113554715
794,CHEMBL1241770,82.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,7.086186147616283
795,CHEMBL428441,83.3,nM,COc1cc(C=C(C(=O)/C=C/c2ccc(O)c(OC)c2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,7.079354998593212
796,CHEMBL4794404,83.6,nM,Cc1nc(NC(=O)CN2CCN(C)CC2)sc1-c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,7.077793722560983
797,CHEMBL24828,86.0,nM,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,7.0655015487564325
798,CHEMBL1873475,86.1,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.064996848546345
799,CHEMBL1242573,87.0,nM,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,7.060480747381382
800,CHEMBL2177636,89.4,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CC3)nc2)nn1,7.048662481204082
801,CHEMBL3805891,90.0,nM,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,7.045757490560675
802,CHEMBL1242114,90.0,nM,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,7.045757490560675
803,CHEMBL4862019,91.16,nM,Cc1ncnc(C)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1.Cl,7.040195683491662
804,CHEMBL2177629,92.2,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3cccnn23)nn1,7.035269078946371
805,CHEMBL170250,94.0,nM,O=C(NCCO)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,7.026872146400302
806,CHEMBL2177630,95.7,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncccn23)nn1,7.019088062223156
807,CHEMBL4167877,97.4,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc(C)n1C,7.011441043121384
808,CHEMBL3939723,100.0,nM,Cc1nc(N)cc(N(CC(=O)NO)c2ncc(C(=O)Nc3c(C)cccc3Cl)s2)n1,7.0
809,CHEMBL1241481,100.0,nM,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,7.0
810,CHEMBL2059164,100.0,nM,O=C(NCCC1CCNCC1)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,7.0
811,CHEMBL3805330,100.0,nM,O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)c(C(F)(F)F)c1,7.0
812,CHEMBL56904,100.0,nM,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,7.0
813,CHEMBL1784628,104.0,nM,CCC(=O)Nc1ccc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,6.982966660701219
814,CHEMBL494685,106.5,nM,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1,6.972650392225244
815,CHEMBL1916891,109.0,nM,Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12,6.962573502059376
816,CHEMBL1241299,109.0,nM,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,6.962573502059376
817,CHEMBL271984,110.0,nM,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,6.958607314841775
818,CHEMBL1242477,110.0,nM,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,6.958607314841775
819,CHEMBL1241487,113.0,nM,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.94692155651658
820,CHEMBL3969764,114.0,nM,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cnn(CCO)c2)c1,6.943095148663527
821,CHEMBL3823861,116.0,nM,CN(C)CC1CCN(CCn2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)CC1,6.935542010773082
822,CHEMBL205409,120.0,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(F)c2)cc1Nc1nccc(-c2cccnc2)n1,6.920818753952375
823,CHEMBL2403816,120.0,nM,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc(N)c2)n1,6.920818753952375
824,CHEMBL3690080,121.0,nM,Cc1ccc(NC(=O)c2ccc3c(c2)CCC3N2CCC(N(C)C)C2)cc1Nc1nccc(-c2cccnc2)n1,6.917214629683549
825,CHEMBL1784627,121.0,nM,CC(=O)Nc1ccc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,6.917214629683549
826,CHEMBL2177631,122.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnn3cccnc23)nn1,6.913640169325252
827,CHEMBL1784625,123.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cccnc1,6.910094888560602
828,CHEMBL4854140,125.66,nM,O=C(Nc1nc2ccc(-c3cncnc3C(F)(F)F)cc2s1)[C@@H]1C[C@@H]1F,6.90080294462008
829,CHEMBL1784632,129.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncn1C,6.889410289700751
830,CHEMBL2178281,130.0,nM,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,6.886056647693163
831,CHEMBL1214142,130.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccccc3)nc2N(C)C1=O,6.886056647693163
832,CHEMBL384213,130.0,nM,c1ccc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,6.886056647693163
833,CHEMBL1241579,130.0,nM,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.886056647693163
834,CHEMBL3347451,131.0,nM,COC(=O)c1cc2cc(NCc3ccccc3Br)cnc2[nH]1,6.882728704344236
835,CHEMBL2311806,135.8,nM,Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(-n2cnc(C)c2)c1,6.867100230055517
836,CHEMBL3347426,136.0,nM,COC(=O)c1cc2cc(NCc3cnc4[nH]ccc4c3)cnc2[nH]1,6.866461091629782
837,CHEMBL2347734,139.4,nM,CCNC(=O)Nc1nc2ccc(-c3cccc(C)c3)cc2[nH]1,6.855737226238009
838,CHEMBL1233882,140.0,nM,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,6.853871964321762
839,CHEMBL1242572,140.0,nM,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,6.853871964321762
840,CHEMBL536983,140.0,nM,Cc1ccc(NC(O)c2ccc(CN3CC(N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1.Cl,6.853871964321762
841,CHEMBL510516,141.0,nM,CCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(C)c4)cc3)c2c1,6.85078088734462
842,CHEMBL306380,147.0,nM,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,6.8326826652518236
843,CHEMBL3347389,149.0,nM,COC(=O)c1cc2cc(NCc3cccs3)cnc2[nH]1,6.826813731587726
844,CHEMBL418270,150.0,nM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,6.823908740944319
845,CHEMBL377463,150.0,nM,O=C(Nc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1)c1ccco1,6.823908740944319
846,CHEMBL122182,150.0,nM,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.823908740944319
847,CHEMBL4450810,156.0,nM,COc1n[nH]c2ncc(-c3cn(-c4c(F)ccc(NS(=O)(=O)c5cccc(-c6ccccc6)c5)c4F)nn3)cc12,6.806875401645538
848,CHEMBL230064,156.0,nM,Cc1ccc(NC(=O)c2ccc(N)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,6.806875401645538
849,CHEMBL1242109,160.0,nM,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,6.795880017344075
850,CHEMBL3347425,165.0,nM,COC(=O)c1cc2cc(NCc3cc4nc[nH]c4cc3C)cnc2[nH]1,6.782516055786093
851,CHEMBL1242664,165.0,nM,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1,6.782516055786093
852,CHEMBL3347453,166.0,nM,COC(=O)c1cc2cc(NCc3ccccc3C(F)(F)F)cnc2[nH]1,6.779891911959945
853,CHEMBL2347740,168.2,nM,CCNC(=O)Nc1nc2ccc(-c3ccccc3OC(F)(F)F)cc2[nH]1,6.774174008538107
854,CHEMBL3805865,170.0,nM,CCN1CCN(Cc2ccc(NC(=O)COc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,6.769551078621726
855,CHEMBL2408511,170.0,nM,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1ccc(Br)cn1,6.769551078621726
856,CHEMBL2347751,171.5,nM,CCNC(=O)Nc1nc2ccc(-c3ccnn3CC)cc2[nH]1,6.7657358756212105
857,CHEMBL186652,175.0,nM,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,6.756961951313706
858,CHEMBL2403820,176.0,nM,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5cccc(N)c5)cc4)c3c2)CC1,6.75448733218585
859,CHEMBL2347750,176.6,nM,CCNC(=O)Nc1nc2ccc(-c3ccncc3C)cc2[nH]1,6.75300930075845
860,CHEMBL1242113,177.0,nM,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6.752026733638193
861,CHEMBL331906,180.0,nM,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,6.7447274948966935
862,CHEMBL388934,180.0,nM,CNN=Nc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1Cl,6.7447274948966935
863,CHEMBL4476482,182.0,nM,COc1ccccc1/C=C/c1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1,6.739928612014925
864,CHEMBL2347706,182.5,nM,CCNC(=O)Nc1nc2ccc(Oc3cccc(OC)c3)cc2[nH]1,6.738737131207507
865,CHEMBL3347624,184.0,nM,COC(=O)c1cc2cc(NC(=O)c3c(F)cccc3OC)cnc2[nH]1,6.735182176990463
866,CHEMBL1242378,199.0,nM,C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.701146923590294
867,CHEMBL2347748,199.6,nM,CCNC(=O)Nc1nc2ccc(-c3ccncc3)cc2[nH]1,6.699839463048647
868,CHEMBL20867,200.0,nM,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,6.698970004336019
869,CHEMBL20252,200.0,nM,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,6.698970004336019
870,CHEMBL418279,200.0,nM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,6.698970004336019
871,CHEMBL56669,200.0,nM,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,6.698970004336019
872,CHEMBL1242574,200.0,nM,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.698970004336019
873,CHEMBL209704,200.0,nM,c1ccc(COc2ccc3c(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)[nH]nc3c2)cc1,6.698970004336019
874,CHEMBL4176145,202.0,nM,CN1CCN(Cc2cc(NC(=O)c3ccc(C4CC4)c(C#Cc4cnc5cnccn45)c3)cc(C(F)(F)F)c2)CC1,6.694648630553376
875,CHEMBL2333602,203.0,nM,CCCCn1c(-c2cc(-c3cccc4[nH]ncc34)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,6.692503962086787
876,CHEMBL3426891,206.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(NC[C@H]4CCCO4)n3)cc2)CC1,6.686132779630847
877,CHEMBL2177641,206.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncnn3c2)nn1,6.686132779630847
878,CHEMBL1242848,208.0,nM,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,6.681936665037238
879,CHEMBL1097700,214.0,nM,CNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,6.669586226650809
880,CHEMBL231632,220.0,nM,Cc1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,6.657577319177793
881,CHEMBL209266,220.0,nM,COc1ccc(Oc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,6.657577319177793
882,CHEMBL522892,228.0,nM,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,6.642065152999546
883,CHEMBL209305,230.0,nM,COc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1,6.638272163982407
884,CHEMBL3959105,233.0,nM,O=C(Nc1ccc(CC(F)(F)F)cc1)c1cccc(-c2cncnc2)c1,6.632644078973981
885,CHEMBL1241271,233.0,nM,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,6.632644078973981
886,CHEMBL1242295,234.0,nM,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,6.630784142589857
887,CHEMBL2347752,239.4,nM,CCNC(=O)Nc1nc2ccc(Oc3ccccc3Cl)cc2[nH]1,6.620875853929608
888,CHEMBL118130,240.0,nM,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.619788758288394
889,CHEMBL1170747,240.0,nM,NCc1ccc(-c2cn3c(-c4cn[nH]c4)cnc3cn2)cc1,6.619788758288394
890,CHEMBL259247,240.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1,6.619788758288394
891,CHEMBL3804921,240.0,nM,CC(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,6.619788758288394
892,CHEMBL2177644,250.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ncc3c2)nn1,6.6020599913279625
893,CHEMBL253292,250.0,nM,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,6.6020599913279625
894,CHEMBL121954,260.0,nM,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,6.585026652029182
895,CHEMBL1241485,260.0,nM,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,6.585026652029182
896,CHEMBL3735576,270.0,nM,COc1ccccc1C#Cc1nn(C(C)C)c2ncnc(N)c12,6.568636235841012
897,CHEMBL2347053,271.0,nM,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],6.567030709125595
898,CHEMBL2177650,272.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,6.565431095965801
899,CHEMBL365673,280.0,nM,CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,6.552841968657781
900,CHEMBL2376650,281.0,nM,C[C@@H](Oc1c[nH]c(=O)c(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)c1)c1c(Cl)ccc(F)c1Cl,6.55129368009492
901,CHEMBL4159558,281.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cncnc1,6.55129368009492
902,CHEMBL2436977,285.0,nM,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1,6.54515513999149
903,CHEMBL1276179,286.0,nM,CN1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,6.543633966870956
904,CHEMBL518031,290.0,nM,O=C(/C=C/c1ccc(/C=C2\Oc3ccccc3NC2=O)s1)Nc1ccc(N2CCOCC2)cc1,6.537602002101044
905,CHEMBL1171960,290.0,nM,N#Cc1c(N)nc(SCC(=O)c2ccccc2)c(C#N)c1-c1ccsc1,6.537602002101044
906,CHEMBL1242567,293.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,6.53313237964589
907,CHEMBL482968,295.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,6.530177984021837
908,CHEMBL1242294,295.0,nM,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,6.530177984021837
909,CHEMBL4859689,296.0,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)nn(C)c3C)s2)cc(N2CCN(CCO)CC2)n1,6.528708288941061
910,CHEMBL56359,300.0,nM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,6.522878745280337
911,CHEMBL1170749,300.0,nM,OCc1ccc(-c2cn3c(-c4cn[nH]c4)cnc3cn2)cc1,6.522878745280337
912,CHEMBL481968,300.0,nM,O=C(N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F)c1ccc(CO)o1,6.522878745280337
913,CHEMBL2321908,307.0,nM,Cc1ccc(NC(=O)c2ccc(Cn3ccnc3)c(C(F)(F)F)c2)cc1C#Cc1ncc(Nc2ccccc2)cn1,6.512861624522813
914,CHEMBL2336015,308.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1,6.511449283499555
915,CHEMBL1240565,310.0,nM,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.508638306165727
916,CHEMBL1242286,319.0,nM,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,6.496209316942819
917,CHEMBL1784629,321.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(C(N)=O)nc1,6.493494967595128
918,CHEMBL1242476,327.0,nM,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,6.485452247339714
919,CHEMBL1241776,328.0,nM,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,6.484126156288321
920,CHEMBL2177643,334.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ccc3c2)nn1,6.476253533188435
921,CHEMBL4281823,335.0,nM,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,6.474955192963154
922,CHEMBL4517408,336.0,nM,COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1OC,6.4736607226101555
923,CHEMBL1233881,340.0,nM,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,6.468521082957745
924,CHEMBL4168907,340.0,nM,CN[C@@H](C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCCOCCNC(=O)C3CCN(c4ncc(C(=O)Nc5ccc(OC(F)(F)Cl)cc5)cc4-c4ccn[nH]4)C3)c2)cs1)C1CCCCC1,6.468521082957745
925,CHEMBL2177637,341.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC(C)C)nc2)nn1,6.467245621007502
926,CHEMBL2177638,342.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CCCCC3)nc2)nn1,6.465973893943865
927,CHEMBL4159956,346.0,nM,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cncn1C,6.460923901207224
928,CHEMBL293991,350.0,nM,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,6.455931955649724
929,CHEMBL2403814,355.0,nM,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc([N+](=O)[O-])c2)n1,6.449771646944906
930,CHEMBL4160980,360.0,nM,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCCOCCNC(=O)C3CCN(c4ncc(C(=O)Nc5ccc(OC(F)(F)Cl)cc5)cc4-c4ccn[nH]4)C3)c2)cs1)C1CCCCC1,6.443697499232712
931,CHEMBL1779202,370.0,nM,CC1(C)c2cc(C3CCN(C4COC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,6.431798275933005
932,CHEMBL3824116,370.0,nM,COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1CC(=O)OC(C)(C)C,6.431798275933005
933,CHEMBL55379,370.0,nM,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,6.431798275933005
934,CHEMBL3577124,380.0,nM,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,6.42021640338319
935,CHEMBL4856384,391.0,nM,Cc1nc(Nc2ncc(C(=O)NC3CN4CCC3CC4)s2)cc(NN2CCN(CCO)CC2)n1,6.407823242604133
936,CHEMBL1242845,393.0,nM,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.405607449624574
937,CHEMBL59099,400.0,nM,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,6.3979400086720375
938,CHEMBL277931,400.0,nM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,6.3979400086720375
939,CHEMBL20926,400.0,nM,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,6.3979400086720375
940,CHEMBL3824233,407.0,nM,COc1cc(-c2nn(CCN3CCC(N4CCCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,6.39040559077478
941,CHEMBL4069365,408.0,nM,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,6.3893398369101195
942,CHEMBL535,410.0,nM,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,6.3872161432802645
943,CHEMBL122068,410.0,nM,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,6.3872161432802645
944,CHEMBL121190,410.0,nM,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,6.3872161432802645
945,CHEMBL3690078,411.0,nM,CC(=O)N1CCN(C2CCc3cc(C(=O)Nc4ccc(C)c(Nc5nccc(-c6cccnc6)n5)c4)ccc32)CC1,6.386158178123931
946,CHEMBL1642,430.0,nM,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,6.366531544420413
947,CHEMBL1242470,433.0,nM,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6.363512103646634
948,CHEMBL1784626,435.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,6.361510743045363
949,CHEMBL3975634,438.1,nM,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,6.3584267468218245
950,CHEMBL3347602,439.0,nM,COC(=O)c1cc2cc(NC(=O)c3ccccc3C(F)(F)F)cnc2[nH]1,6.357535479757878
951,CHEMBL1171532,440.0,nM,c1n[nH]cc1-c1cnc2ncc(-c3cn[nH]c3)n2c1,6.356547323513812
952,CHEMBL2403818,441.0,nM,CCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(N)c4)cc3)c2c1,6.355561410532161
953,CHEMBL58142,450.0,nM,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,6.346787486224656
