Date,Open,High,Low,Close,Adj Close,Volume
8/22/2014,1159.380005,1163.219971,1154.959961,1160.339966,1160.339966,23018600
8/25/2014,1167.130005,1170.689941,1161.800049,1165.219971,1165.219971,22338800
8/26/2014,1166.189941,1176.119995,1166.189941,1175.170044,1175.170044,24519500
8/27/2014,1176.400024,1177.069946,1171.140015,1172.709961,1172.709961,23443500
8/28/2014,1168.26001,1169.089966,1164.109985,1165.949951,1165.949951,22824000
8/29/2014,1167.589966,1174.819946,1164.780029,1174.349976,1174.349976,22591300
9/2/2014,1177.290039,1181.369995,1173.060059,1179.469971,1179.469971,28199800
9/3/2014,1183.290039,1183.849976,1170.839966,1172.199951,1172.199951,28099800
9/4/2014,1174.170044,1180.680054,1165.27002,1167.209961,1167.209961,30724100
9/5/2014,1164.339966,1170.369995,1160.02002,1170.130005,1170.130005,28183000
9/8/2014,1169.319946,1174.219971,1166.119995,1172.310059,1172.310059,27890900
9/9/2014,1170.939941,1171.23999,1157.849976,1158.5,1158.5,28828300
9/10/2014,1158.77002,1165.109985,1155.109985,1164.98999,1164.98999,29124400
9/11/2014,1159.5,1172.650024,1158.599976,1172.339966,1172.339966,29416900
9/12/2014,1172.930054,1172.949951,1157.439941,1160.609985,1160.609985,32071200
9/15/2014,1159.97998,1160.060059,1144.410034,1146.52002,1146.52002,27765300
9/16/2014,1144.25,1152.859985,1141.449951,1150.969971,1150.969971,31603200
9/17/2014,1151.959961,1159.849976,1149.930054,1153.890015,1153.890015,32094300
9/18/2014,1157.079956,1160.300049,1156.069946,1159.27002,1159.27002,32353400
9/19/2014,1161.650024,1163.859985,1143.469971,1146.920044,1146.920044,46802200
9/22/2014,1141.98999,1141.98999,1127.420044,1129.359985,1129.359985,33496800
9/23/2014,1126.51001,1131.630005,1118.719971,1118.719971,1118.719971,32793600
9/24/2014,1120.660034,1129.589966,1116.130005,1128.310059,1128.310059,33138500
9/25/2014,1126.099976,1126.099976,1107.51001,1110.23999,1110.23999,32730600
9/26/2014,1111.630005,1119.72998,1111.040039,1119.329956,1119.329956,29294400
9/29/2014,1110.430054,1120.550049,1107.810059,1117.910034,1117.910034,30944400
9/30/2014,1118.219971,1118.699951,1101.670044,1101.680054,1101.680054,39511000
10/1/2014,1101.079956,1101.189941,1083,1085.410034,1085.410034,41885900
10/2/2014,1085.140015,1099.459961,1077.959961,1096.380005,1096.380005,40125100
10/3/2014,1105.119995,1109.869995,1101.51001,1104.73999,1104.73999,35609700
10/6/2014,1107.359985,1108,1093.77002,1094.650024,1094.650024,33582200
10/7/2014,1089.300049,1090.959961,1076.310059,1076.310059,1076.310059,36878700
10/8/2014,1075.209961,1097.699951,1065.75,1097.119995,1097.119995,44418900
10/9/2014,1095.75,1095.939941,1067.829956,1067.98999,1067.98999,43240200
10/10/2014,1063.25,1074.25,1053.319946,1053.319946,1053.319946,45505400
10/13/2014,1054.27002,1066.97998,1046.140015,1049.300049,1049.300049,43525800
10/14/2014,1056.800049,1075.27002,1056.290039,1061.599976,1061.599976,48120100
10/15/2014,1051.5,1075.640015,1040.469971,1072.449951,1072.449951,60908000
10/16/2014,1060.689941,1091.27002,1058.819946,1086.109985,1086.109985,50731500
10/17/2014,1085.849976,1099.439941,1079.22998,1082.329956,1082.329956,44821200
10/20/2014,1078.680054,1094.969971,1078.5,1094.969971,1094.969971,33312100
10/21/2014,1099.880005,1112.869995,1099.880005,1112.849976,1112.849976,39870900
10/22/2014,1114.959961,1117.180054,1096.23999,1096.869995,1096.869995,37619300
10/23/2014,1105.449951,1122.420044,1105.449951,1116.48999,1116.48999,37892500
10/24/2014,1117.949951,1119.130005,1113.050049,1118.819946,1118.819946,30783800
10/27/2014,1113.560059,1117.709961,1104.050049,1117.47998,1117.47998,35388600
10/28/2014,1121.800049,1149.459961,1121.339966,1149.449951,1149.449951,36532600
10/29/2014,1149.459961,1153.410034,1138.319946,1146.369995,1146.369995,37403500
10/30/2014,1142.449951,1159.150024,1140.51001,1155.77002,1155.77002,35861500
10/31/2014,1169.170044,1174.329956,1166.660034,1173.51001,1173.51001,42922900
11/3/2014,1174.5,1178.400024,1166.790039,1170.199951,1170.199951,35554400
11/4/2014,1166.72998,1170.869995,1160.890015,1165.420044,1165.420044,39562600
11/5/2014,1171.22998,1172.030029,1163.680054,1167.069946,1167.069946,37665900
11/6/2014,1166.02002,1171.900024,1163.540039,1171.859985,1171.859985,36697700
11/7/2014,1170.069946,1173.400024,1165.040039,1173.319946,1173.319946,37042800
11/10/2014,1173.849976,1179.579956,1172.609985,1179.569946,1179.569946,32849400
11/11/2014,1179.01001,1180.800049,1176.77002,1179.959961,1179.959961,29583200
11/12/2014,1175.329956,1187.199951,1174.849976,1186.469971,1186.469971,32466500
11/13/2014,1186.76001,1188.670044,1173.969971,1175.420044,1175.420044,34552700
11/14/2014,1175.459961,1177.300049,1171.969971,1173.810059,1173.810059,32271300
11/17/2014,1171.859985,1175.180054,1164.180054,1164.22998,1164.22998,31528900
11/18/2014,1165.160034,1176.209961,1165.160034,1170.280029,1170.280029,34161900
11/19/2014,1169.040039,1169.079956,1151.97998,1157.689941,1157.689941,33608500
11/20/2014,1153.530029,1170.859985,1153.209961,1170.75,1170.75,31282900
11/21/2014,1182.310059,1184.5,1169.650024,1172.420044,1172.420044,39164200
11/24/2014,1174.829956,1186.959961,1174.829956,1186.939941,1186.939941,31280600
11/25/2014,1188.930054,1191.76001,1182.660034,1186.329956,1186.329956,33929400
11/26/2014,1186.329956,1190.699951,1185.369995,1190.619995,1190.619995,27452600
11/28/2014,1190.579956,1190.609985,1172.439941,1173.22998,1173.22998,25046400
12/1/2014,1170.550049,1170.550049,1154.050049,1154.050049,1154.050049,41590100
12/2/2014,1156.27002,1171.439941,1156.26001,1168.449951,1168.449951,36866500
12/3/2014,1168.540039,1181.890015,1168.030029,1179.01001,1179.01001,36126800
12/4/2014,1177.77002,1178.01001,1169.22998,1173.01001,1173.01001,34083400
12/5/2014,1172.75,1184.48999,1172.75,1182.430054,1182.430054,34196200
12/8/2014,1179.959961,1188.22998,1165.959961,1167.209961,1167.209961,38009900
12/9/2014,1157.380005,1188.069946,1153.530029,1188.060059,1188.060059,39701500
