veld1,veld2,veld3,veld4,veld5,veld6,veld7,veld8,veld9,veld10,veld11,veld12,veld13,veld14,veld15,veld16,veld17,veld18,veld19,veld20,veld21,veld22,veld23,veld24,veld25,veld26,veld27,veld28,veld29,veld30,veld31,veld32,veld33,veld34,veld35,veld36,veld37,veld38,veld39,veld40,veld41,veld42,veld43,veld44,veld45,veld46,veld47,veld48,veld49,veld50,veld51,veld52,veld53,veld54,veld55,veld56,veld57,veld58,veld59,veld60,veld61,veld62,veld63,veld64,veld65,veld66,veld67,veld68,veld69,veld70,veld71,veld72,veld73,veld74,veld75,veld76,veld77,veld78,veld79,veld80,veld81,veld82,veld83,veld84,veld85,veld86,veld87,veld88,veld89,veld90,veld91,veld92,veld93,veld94,veld95,veld96,veld97,veld98,veld99,veld100,veld101,veld102,veld103,veld104,veld105,veld106,veld107,veld108,veld109,veld110,veld111,veld112,veld113,veld114,veld115,veld116,veld117,veld118,veld119,veld120,veld121,veld122,veld123,veld124,veld125,veld126,veld127,veld128,veld129,veld130,veld131,veld132,veld133,veld134,veld135,veld136,veld137,veld138,veld139,veld140,veld141,veld142,veld143,veld144,veld145,veld146,veld147,veld148,veld149,veld150,veld151,veld152,veld153,veld154,veld155,veld156,veld157,veld158,veld159,veld160,veld161,veld162,veld163,veld164,veld165,veld166,veld167,veld168,veld169,veld170,veld171,veld172,veld173,veld174,veld175,veld176,veld177,veld178,veld179,veld180,veld181,veld182,veld183,veld184,veld185,veld186,veld187,veld188,veld189,veld190,veld191,veld192,veld193,veld194,veld195,veld196,veld197,veld198,veld199
def,64,0,0,0,6,3,4,140,4,4,134,1,2,132,2,2,132,5,2,132,0,1,0
file_id,0,serial_number,time_created,manufacturer,product,number,type
data,0,3866227693,2016-01-15 19:35:02,1,1567,,4
def,65,0,0,49,2,0,2,132,1,1,2
file_creator,1,software_version,hardware_version
data,1,440,
def,66,0,0,21,5,253,4,134,3,4,134,0,1,0,1,1,0,4,1,2
event,2,timestamp(s),data,event,event_type,event_group
data,2,2016-01-15 19:35:03,0,TIMER,START,0
def,67,0,0,23,15,253,4,134,3,4,140,7,4,134,8,4,134,15,4,134,16,4,134,2,2,132,4,2,132,5,2,132,10,2,132,0,1,2,1,1,2,6,1,2,9,1,2,11,1,2
device_info,3,timestamp(s),serial_number,cum_operating_time(s),Onbekend,Unknown,Unknown,manufacturer,product,software_version,battery_voltage(V),device_index,device_type,hardware_version,Unknown,battery_status
data,3,2016-01-15 19:35:03,3866227693,,,,,1,1567,4.40,,0,1,,,
data,3,2016-01-15 19:35:03,,,,,,,,,,1,12,,,
data,3,2016-01-15 19:35:03,24644187,,,934,81,,,0.00,,2,120,,92,
data,3,2016-01-15 19:35:03,84644186,81152,,252,112,9,288,21.00,1.375,3,11,,69,2
def,68,0,0,22,11,253,4,134,0,1,2,1,1,2,2,1,2,3,1,2,4,1,2,5,1,0,6,1,2,7,1,2,8,1,2,9,1,2
source,4,timestamp(s),Speed,Distance,Cadence,Altitude,HeartRate,Calories,Power,?,?,Unknown
data,4,2016-01-15 19:35:03,,,3,1,2,5,3,,,
def,69,0,0,79,9,253,4,134,0,2,132,3,2,132,1,1,2,2,1,2,4,1,0,5,1,0,6,1,2,7,1,1
Unknown,5,timestamp(s),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
data,5,2016-01-15 19:35:03,11686,950,41,183,1,50,185,1
def,70,0,0,2,23,1,4,134,2,4,134,0,1,2,3,1,0,4,1,0,5,1,1,10,1,0,11,1,0,12,1,0,13,1,2,14,1,2,15,1,2,16,1,0,17,1,0,18,1,0,21,1,0,22,1,0,26,1,0,27,1,0,29,1,0,52,1,0,53,1,0,75,1,0
device_settings,6,utc_offset,?2,?0,?3,?4,?5,?10,?11,?12,?13,?14,?15,?16,?17,?18,?21,Unknown,?26,?27,?29,Unknown,Unknown,Unknown
data,6,0,0,0,0,0,0,3,3,2,0,60,50,,,,1,0,254,1,0,1,1,1
def,71,0,0,3,19,0,16,7,4,2,132,1,1,0,2,1,2,3,1,2,5,1,0,6,1,0,7,1,0,8,1,2,10,1,2,11,1,2,12,1,0,13,1,0,14,1,0,16,1,0,17,1,0,18,1,0,21,1,0,24,1,2
user_profile,7,friendly_name,weight(kg),gender,age(years),height(m),language,elev_setting,weight_setting,resting_heart_rate(bpm),default_max_biking_heart_rate(bpm),default_max_heart_rate(bpm),hr_setting,speed_setting,dist_setting,power_setting,activity_class,position_setting,temperature_setting,Unknown
data,7,edge810,95.3,1,41,1.83,0,1,1,,185,185,1,1,1,1,90,2,1,74
def,72,0,0,13,20,4,4,134,5,4,133,6,4,133,254,2,132,2,2,132,8,2,132,10,2,132,19,2,132,1,1,0,3,1,0,7,1,0,9,1,0,11,1,2,12,1,0,13,1,0,14,1,0,15,1,0,16,1,0,17,1,0,18,1,0
Unknown,8,Unknown,Unknown,Unknown,message_index,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
data,8,804674,,,0,6706,1341,,60,0,6,2,0,3,0,1,0,0,1,1,1
def,73,0,0,7,6,3,2,132,8,2,132,1,1,2,2,1,2,5,1,0,7,1,0
Unknown,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
data,9,200,,185,,1,0
def,74,0,0,20,9,253,4,134,5,4,134,29,4,134,2,2,132,7,2,132,3,1,2,4,1,2,13,1,1,30,1,2
record,10,timestamp(s),distance(m),accumulated_power(watts),altitude(m),power(watts),heart_rate(bpm),cadence(rpm),temperature(C),left_right_balance
data,10,2016-01-15 19:35:03,0.00,159,200.8,159,115,75,20,154
data,10,2016-01-15 19:35:04,0.00,299,200.8,140,115,75,20,152
def,75,0,0,104,5,253,4,134,0,2,132,1,2,131,2,1,2,3,1,1
Unknown,11,timestamp(s),Unknown,Unknown,Unknown,Unknown
data,11,2016-01-15 19:35:04,4135,,97,24
data,10,2016-01-15 19:35:05,0.00,444,200.8,145,115,76,20,151
data,10,2016-01-15 19:35:06,0.00,591,200.8,147,115,77,20,155
data,10,2016-01-15 19:35:07,0.00,718,200.6,127,115,75,21,156
data,10,2016-01-15 19:35:08,0.00,870,200.6,152,115,73,21,150
data,10,2016-01-15 19:35:09,0.00,997,200.6,127,115,71,21,152
data,10,2016-01-15 19:35:10,0.00,1153,200.4,156,115,72,21,156
data,10,2016-01-15 19:35:11,0.00,1293,200.4,140,115,71,21,155
data,10,2016-01-15 19:35:12,0.00,1462,200.4,169,115,72,21,158
data,10,2016-01-15 19:35:13,0.00,1615,200.6,153,115,72,21,160
data,10,2016-01-15 19:35:14,0.00,1615,200.6,151,115,72,21,160
data,10,2016-01-15 19:35:15,0.00,1917,200.6,151,116,70,21,162
data,10,2016-01-15 19:35:16,0.00,2066,200.6,149,116,69,21,162
data,10,2016-01-15 19:35:17,0.00,2221,200.8,155,117,69,21,163
data,10,2016-01-15 19:35:18,0.00,2385,200.8,164,117,69,21,163
data,10,2016-01-15 19:35:19,0.00,2546,200.8,161,118,69,21,165
data,10,2016-01-15 19:35:20,0.00,2694,200.6,148,118,67,21,165
data,10,2016-01-15 19:35:21,0.00,2877,200.6,183,118,69,21,163
data,10,2016-01-15 19:35:22,0.00,3068,200.8,191,118,70,21,165
data,10,2016-01-15 19:35:23,0.00,3243,200.8,175,119,71,21,165
data,10,2016-01-15 19:35:24,0.00,3406,200.8,163,119,70,21,163
data,10,2016-01-15 19:35:25,0.00,3571,200.6,165,120,70,21,164
data,10,2016-01-15 19:35:26,0.00,3756,200.6,185,120,70,21,163
data,10,2016-01-15 19:35:27,0.00,3907,200.6,151,120,68,21,165
data,10,2016-01-15 19:35:28,0.00,4057,200.6,150,120,66,21,165
data,10,2016-01-15 19:35:29,0.00,4257,200.6,200,120,69,21,169
data,10,2016-01-15 19:35:30,0.00,4438,200.6,181,121,70,21,170
data,10,2016-01-15 19:35:31,0.00,4617,200.6,179,121,71,21,170
data,10,2016-01-15 19:35:32,0.00,4783,200.4,166,121,70,21,171
data,10,2016-01-15 19:35:33,0.00,4949,200.4,166,121,70,21,171
data,10,2016-01-15 19:35:34,0.00,5128,200.4,179,121,70,21,170
data,10,2016-01-15 19:35:35,0.00,5302,200.4,174,121,69,21,169
data,10,2016-01-15 19:35:36,0.00,5475,200.6,173,121,69,21,169
data,10,2016-01-15 19:35:37,0.00,5656,200.6,181,122,70,21,170
data,10,2016-01-15 19:35:38,0.00,5829,200.8,173,122,69,21,169
data,10,2016-01-15 19:35:39,0.00,6012,200.6,183,123,70,21,168
data,10,2016-01-15 19:35:40,0.00,6187,200.8,175,123,70,21,168
data,10,2016-01-15 19:35:41,0.00,6362,200.6,175,124,70,21,167
data,10,2016-01-15 19:35:42,0.00,6539,200.8,177,124,70,21,169
data,10,2016-01-15 19:35:43,0.00,6716,200.8,177,125,70,21,168
data,10,2016-01-15 19:35:44,0.00,6891,200.8,175,125,70,21,169
data,10,2016-01-15 19:35:45,0.00,7068,200.8,177,125,70,21,169
data,10,2016-01-15 19:35:46,0.00,7240,200.8,172,125,69,21,170
data,10,2016-01-15 19:35:47,0.00,7419,200.8,179,125,69,21,170
data,10,2016-01-15 19:35:48,0.00,7599,200.6,180,126,69,21,170
data,10,2016-01-15 19:35:49,0.00,7779,200.6,180,126,69,21,170
data,10,2016-01-15 19:35:50,0.00,7947,200.8,168,126,68,21,170
data,10,2016-01-15 19:35:51,0.00,8136,200.8,189,126,69,21,169
data,10,2016-01-15 19:35:52,0.00,8313,200.6,177,126,70,21,171
data,10,2016-01-15 19:35:53,0.00,8496,200.6,183,126,70,21,170
data,10,2016-01-15 19:35:54,0.00,8673,200.6,177,127,70,21,169
data,10,2016-01-15 19:35:55,0.00,8844,200.6,171,127,70,21,170
data,10,2016-01-15 19:35:56,0.00,9006,200.6,162,127,68,21,170
data,10,2016-01-15 19:35:57,0.00,9189,200.6,183,127,70,21,171
data,10,2016-01-15 19:35:58,0.00,9366,200.8,177,127,69,21,171
data,10,2016-01-15 19:35:59,0.00,9542,200.8,176,127,69,21,170
data,10,2016-01-15 19:36:00,0.00,9727,200.8,185,127,70,21,170
data,10,2016-01-15 19:36:01,0.00,9893,200.8,166,126,70,21,171
data,10,2016-01-15 19:36:02,0.00,10070,200.8,177,126,69,21,170
data,10,2016-01-15 19:36:03,0.00,10249,200.8,179,126,70,21,171
data,10,2016-01-15 19:36:04,0.00,10249,200.8,174,126,70,21,171
data,10,2016-01-15 19:36:05,0.00,10597,200.8,174,126,70,21,171
data,10,2016-01-15 19:36:06,0.00,10772,201.0,175,126,70,21,169
data,10,2016-01-15 19:36:07,0.00,10772,201.0,175,126,70,21,169
data,10,2016-01-15 19:36:08,0.00,11122,201.0,175,126,69,21,171
data,10,2016-01-15 19:36:09,0.00,11299,201.2,177,127,70,21,170
data,10,2016-01-15 19:36:10,0.00,11481,201.2,182,127,70,21,171
data,10,2016-01-15 19:36:11,0.00,11481,201.2,168,127,70,21,171
data,10,2016-01-15 19:36:12,0.00,11817,201.2,168,128,70,21,171
data,10,2016-01-15 19:36:13,0.00,11983,201.2,166,128,69,21,170
data,10,2016-01-15 19:36:14,0.00,12160,201.0,177,129,69,21,171
data,10,2016-01-15 19:36:15,0.00,12330,201.0,170,129,69,21,172
data,10,2016-01-15 19:36:16,0.00,12512,201.0,182,129,70,21,172
data,10,2016-01-15 19:36:17,0.00,12678,201.2,166,129,69,21,172
data,10,2016-01-15 19:36:18,0.00,12860,201.0,182,129,70,21,172
data,10,2016-01-15 19:36:19,0.00,13030,201.0,170,129,69,21,172
data,10,2016-01-15 19:36:20,0.00,13195,201.0,165,129,68,21,172
data,10,2016-01-15 19:36:21,0.00,13367,201.0,172,129,69,21,173
data,10,2016-01-15 19:36:22,0.00,13532,201.0,165,129,69,21,172
data,10,2016-01-15 19:36:23,0.00,13688,201.0,156,129,67,21,172
data,10,2016-01-15 19:36:24,0.00,13873,201.0,185,129,69,21,175
data,10,2016-01-15 19:36:25,0.00,14041,201.2,168,128,69,21,173
data,10,2016-01-15 19:36:26,0.00,14225,201.2,184,127,69,21,173
data,10,2016-01-15 19:36:27,0.00,14404,201.2,179,127,70,21,173
data,10,2016-01-15 19:36:28,0.00,14574,201.0,170,126,70,21,174
data,10,2016-01-15 19:36:29,0.00,14741,201.0,167,126,70,21,174
data,10,2016-01-15 19:36:30,0.00,14900,201.0,159,125,69,21,174
data,10,2016-01-15 19:36:31,0.00,15078,201.0,178,125,69,21,173
data,10,2016-01-15 19:36:32,0.00,15248,201.0,170,125,69,21,174
data,10,2016-01-15 19:36:33,0.00,15248,201.0,164,125,69,21,174
data,10,2016-01-15 19:36:34,0.00,15576,201.2,164,125,69,21,172
data,10,2016-01-15 19:36:35,0.00,15576,201.0,162,125,69,21,172
data,10,2016-01-15 19:36:36,0.00,15900,201.2,162,125,68,21,175
data,10,2016-01-15 19:36:37,0.00,15900,201.2,169,125,68,21,175
data,10,2016-01-15 19:36:38,0.00,16238,201.2,169,125,69,21,176
data,10,2016-01-15 19:36:39,0.00,16401,201.2,163,126,68,21,176
data,10,2016-01-15 19:36:40,0.00,16570,201.2,169,126,68,21,175
data,10,2016-01-15 19:36:41,0.00,16747,201.2,177,125,68,21,174
data,10,2016-01-15 19:36:42,0.00,16747,201.2,174,125,68,21,174
data,10,2016-01-15 19:36:43,0.00,17095,201.2,174,125,69,21,175
data,10,2016-01-15 19:36:44,0.00,17265,201.4,170,125,69,21,174
data,10,2016-01-15 19:36:45,0.00,17428,201.4,163,125,68,21,174
data,10,2016-01-15 19:36:46,0.00,17601,201.4,173,125,68,21,173
data,10,2016-01-15 19:36:47,0.00,17601,201.4,188,124,68,21,173
data,10,2016-01-15 19:36:48,0.00,17977,201.4,188,124,70,21,175
data,10,2016-01-15 19:36:49,0.00,18147,201.4,170,124,70,21,176
data,10,2016-01-15 19:36:50,0.00,18309,201.4,162,124,70,21,175
data,10,2016-01-15 19:36:51,0.00,18472,201.4,163,125,69,21,175
data,10,2016-01-15 19:36:52,0.00,18655,201.4,183,125,70,21,175
data,10,2016-01-15 19:36:53,0.00,18824,201.4,169,125,70,21,175
data,10,2016-01-15 19:36:54,0.00,18998,201.4,174,126,70,21,174
data,10,2016-01-15 19:36:55,0.00,19166,201.2,168,126,70,21,174
data,10,2016-01-15 19:36:56,0.00,19331,201.2,165,126,70,21,174
data,10,2016-01-15 19:36:57,0.00,19501,201.4,170,125,70,21,175
data,10,2016-01-15 19:36:58,0.00,19676,201.4,175,125,70,21,173
data,10,2016-01-15 19:36:59,0.00,19844,201.4,168,125,70,21,175
data,10,2016-01-15 19:37:00,0.00,20013,201.4,169,125,70,21,174
data,10,2016-01-15 19:37:01,0.00,20197,201.4,184,125,70,21,173
data,10,2016-01-15 19:37:02,0.00,20370,201.4,173,125,71,21,174
data,10,2016-01-15 19:37:03,0.00,20527,201.4,157,125,70,21,174
data,10,2016-01-15 19:37:04,0.00,20698,201.4,171,125,70,21,173
data,10,2016-01-15 19:37:05,0.00,20868,201.2,170,125,70,21,174
data,10,2016-01-15 19:37:06,0.00,21033,201.4,165,125,70,21,174
data,10,2016-01-15 19:37:07,0.00,21198,201.4,165,125,70,21,174
data,10,2016-01-15 19:37:08,0.00,21373,201.4,175,125,71,21,175
data,10,2016-01-15 19:37:09,0.00,21536,201.4,163,125,69,21,174
data,10,2016-01-15 19:37:10,0.00,21704,201.4,168,125,69,21,174
data,10,2016-01-15 19:37:11,0.00,21875,201.4,171,125,70,21,175
data,10,2016-01-15 19:37:12,0.00,22044,201.4,169,125,69,21,175
data,10,2016-01-15 19:37:13,0.00,22217,201.4,173,125,70,21,174
data,10,2016-01-15 19:37:14,0.00,22383,201.4,166,125,70,21,175
data,10,2016-01-15 19:37:15,0.00,22545,201.4,162,125,69,21,175
data,10,2016-01-15 19:37:16,0.00,22708,201.4,163,125,69,21,174
data,10,2016-01-15 19:37:17,0.00,22878,201.4,170,125,69,21,174
data,10,2016-01-15 19:37:18,0.00,23058,201.4,180,125,69,21,175
data,10,2016-01-15 19:37:19,0.00,23220,201.6,162,125,69,21,173
data,10,2016-01-15 19:37:20,0.00,23382,201.4,162,125,68,21,175
data,10,2016-01-15 19:37:21,0.00,23545,201.4,163,125,68,21,174
data,10,2016-01-15 19:37:22,0.00,23714,201.4,169,125,69,21,176
data,10,2016-01-15 19:37:23,0.00,23714,201.4,174,125,69,21,176
data,10,2016-01-15 19:37:24,0.00,24062,201.4,174,125,69,21,176
data,10,2016-01-15 19:37:25,0.00,24238,201.4,176,125,69,21,177
data,10,2016-01-15 19:37:26,0.00,24407,201.4,169,126,68,21,175
data,10,2016-01-15 19:37:27,0.00,24579,201.6,172,126,69,21,176
data,10,2016-01-15 19:37:28,0.00,24754,201.4,175,126,69,21,175
data,10,2016-01-15 19:37:29,0.00,24923,201.4,169,125,69,21,176
data,10,2016-01-15 19:37:30,0.00,25092,201.6,169,125,69,21,177
data,10,2016-01-15 19:37:31,0.00,25267,201.6,175,124,69,21,177
data,10,2016-01-15 19:37:32,0.00,25439,201.6,172,123,70,21,176
data,10,2016-01-15 19:37:33,0.00,25439,201.6,166,123,70,21,176
data,10,2016-01-15 19:37:34,0.00,25771,201.4,166,123,69,21,176
data,10,2016-01-15 19:37:35,0.00,25771,201.4,163,123,69,21,176
data,10,2016-01-15 19:37:36,0.00,26097,201.6,163,123,69,21,174
data,10,2016-01-15 19:37:37,0.00,26268,201.6,171,124,69,21,175
data,10,2016-01-15 19:37:38,0.00,26438,201.8,170,124,69,21,174
data,10,2016-01-15 19:37:39,0.00,26438,201.8,162,124,69,21,174
data,10,2016-01-15 19:37:40,0.00,26762,201.6,162,124,68,21,175
data,10,2016-01-15 19:37:41,0.00,26762,201.6,175,124,68,21,175
data,10,2016-01-15 19:37:42,0.00,27112,201.6,175,125,70,21,176
data,10,2016-01-15 19:37:43,0.00,27268,201.6,156,125,68,21,172
data,10,2016-01-15 19:37:44,0.00,27444,201.6,176,126,69,21,175
data,10,2016-01-15 19:37:45,0.00,27619,201.6,175,126,69,21,175
data,10,2016-01-15 19:37:46,0.00,27778,201.6,159,125,69,21,174
data,10,2016-01-15 19:37:47,0.00,27947,201.6,169,125,69,21,173
data,10,2016-01-15 19:37:48,0.00,28116,201.6,169,125,70,21,175
data,10,2016-01-15 19:37:49,0.00,28116,201.6,167,125,70,21,175
data,10,2016-01-15 19:37:50,0.00,28450,201.6,167,125,70,21,174
data,10,2016-01-15 19:37:51,0.00,28617,201.6,167,125,70,21,175
data,10,2016-01-15 19:37:52,0.00,28780,201.6,163,125,69,21,175
data,10,2016-01-15 19:37:53,0.00,28938,201.8,158,125,69,21,173
data,10,2016-01-15 19:37:54,0.00,29107,201.8,169,125,70,21,174
data,10,2016-01-15 19:37:55,0.00,29279,201.6,172,126,70,21,174
data,10,2016-01-15 19:37:56,0.00,29449,201.6,170,126,69,21,174
data,10,2016-01-15 19:37:57,0.00,29612,201.6,163,126,69,21,174
data,10,2016-01-15 19:37:58,0.00,29786,201.6,174,126,69,21,175
data,10,2016-01-15 19:37:59,0.00,29786,201.6,164,126,69,21,175
data,10,2016-01-15 19:38:00,0.00,30114,201.6,164,126,69,21,173
data,10,2016-01-15 19:38:01,0.00,30287,201.8,173,126,69,21,173
data,10,2016-01-15 19:38:02,0.00,30448,201.8,161,126,69,21,176
