Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
1997-01-28,99.21875,99.21875,99.21875,,,99.21875,10.0,0.0
1997-01-29,99.2578125,99.2578125,99.2578125,,,99.2578125,0.0,10.0
1997-01-30,99.2578125,99.2578125,99.2578125,,,99.2578125,0.0,10.0
1997-01-31,99.40625,99.40625,99.40625,,,99.40625,0.0,10.0
1997-02-03,99.4921875,99.4921875,99.4921875,,,99.4921875,0.0,10.0
1997-02-04,99.5,99.5,99.5,,,99.5,0.0,10.0
1997-02-05,99.5078125,99.5078125,99.5078125,,,99.5078125,0.0,10.0
1997-02-06,99.5,99.5,99.5,,,99.5,0.0,10.0
1997-02-07,99.6171875,99.6171875,99.6171875,,,99.6171875,0.0,10.0
1997-02-10,99.625,99.625,99.625,,,99.625,0.0,10.0
1997-02-11,99.59375,99.59375,99.59375,,,99.59375,0.0,10.0
1997-02-12,99.5703125,99.5703125,99.5703125,,,99.5703125,0.0,10.0
1997-02-13,99.6796875,99.6796875,99.6796875,,,99.6796875,0.0,10.0
1997-02-14,99.7578125,99.7578125,99.7578125,,,99.7578125,20.0,10.0
1997-02-18,99.734375,99.734375,99.734375,,,99.734375,0.0,30.0
1997-02-19,99.7109375,99.7109375,99.7109375,,,99.7109375,0.0,10.0
1997-02-20,99.7109375,99.7109375,99.7109375,,,99.7109375,0.0,10.0
1997-02-21,99.7109375,99.7109375,99.7109375,,,99.7109375,0.0,10.0
1997-02-24,99.6640625,99.6640625,99.6640625,,,99.6640625,0.0,10.0
1997-02-25,99.6328125,99.6328125,99.6328125,,,99.6328125,0.0,10.0
1997-02-26,99.3203125,99.3203125,99.3203125,,,99.3203125,0.0,10.0
1997-02-27,99.3125,99.3125,99.3125,,,99.3125,0.0,10.0
1997-02-28,99.2890625,99.2890625,99.2890625,,,99.2890625,0.0,10.0
1997-03-03,99.265625,99.265625,99.265625,,,99.265625,0.0,10.0
1997-03-04,99.2265625,99.2265625,99.2265625,,,99.2265625,0.0,10.0
