Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2012-12-03,0.0,0.0,0.0,,,2.836,0.0,0.0
2012-12-04,0.0,0.0,0.0,,,2.8066,0.0,0.0
2012-12-05,0.0,0.0,0.0,,,2.7868,0.0,0.0
2012-12-06,0.0,0.0,0.0,,,2.7537,0.0,0.0
2012-12-07,0.0,0.0,0.0,,,2.7456,0.0,0.0
2012-12-10,0.0,0.0,0.0,,,2.7365,0.0,0.0
2012-12-11,0.0,0.0,0.0,,,2.7456,0.0,0.0
2012-12-12,0.0,0.0,0.0,,,2.7625,0.0,0.0
2012-12-13,0.0,0.0,0.0,,,2.702,0.0,0.0
2012-12-14,0.0,0.0,0.0,,,2.7297,0.0,0.0
2012-12-17,0.0,0.0,0.0,,,2.7103,0.0,0.0
2012-12-18,0.0,0.0,0.0,,,2.7334,0.0,0.0
2012-12-19,0.0,0.0,0.0,,,2.7647,0.0,0.0
2012-12-20,0.0,0.0,0.0,,,2.7627,0.0,0.0
2012-12-21,0.0,0.0,0.0,,,2.7417,0.0,0.0
2012-12-24,0.0,0.0,0.0,,,2.7238,0.0,0.0
2012-12-26,0.0,0.0,0.0,,,2.7696,0.0,0.0
2012-12-27,0.0,0.0,0.0,,,2.7753,0.0,0.0
2012-12-28,0.0,0.0,0.0,,,2.759,0.0,0.0
2012-12-31,0.0,0.0,0.0,,,2.7346,0.0,0.0
2013-01-02,0.0,0.0,0.0,,,2.7507,0.0,0.0
2013-01-03,0.0,0.0,0.0,,,2.7363,0.0,0.0
2013-01-04,0.0,0.0,0.0,,,2.7196,0.0,0.0
2013-01-07,0.0,0.0,0.0,,,2.7275,0.0,0.0
2013-01-08,0.0,0.0,0.0,,,2.7521,0.0,0.0
2013-01-09,0.0,0.0,0.0,,,2.756,0.0,0.0
2013-01-10,0.0,0.0,0.0,,,2.7588,0.0,0.0
2013-01-11,0.0,0.0,0.0,,,2.7348,0.0,0.0
2013-01-14,0.0,0.0,0.0,,,2.7582,0.0,0.0
2013-01-15,0.0,0.0,0.0,,,2.7181,0.0,0.0
2013-01-16,0.0,0.0,0.0,,,2.7202,0.0,0.0
2013-01-17,0.0,0.0,0.0,,,2.7364,0.0,0.0
2013-01-18,0.0,0.0,0.0,,,2.7493,0.0,0.0
2013-01-22,0.0,0.0,0.0,,,2.7532,0.0,0.0
2013-01-23,0.0,0.0,0.0,,,2.752,0.0,0.0
2013-01-24,0.0,0.0,0.0,,,2.7638,0.0,0.0
2013-01-25,0.0,0.0,0.0,,,2.7493,0.0,0.0
2013-01-28,0.0,0.0,0.0,,,2.7588,0.0,0.0
2013-01-29,0.0,0.0,0.0,,,2.7757,0.0,0.0
2013-01-30,0.0,0.0,0.0,,,2.7836,0.0,0.0
2013-01-31,0.0,0.0,0.0,,,2.7958,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,2.8095,0.0,0.0
